target_chembl_id,target_name,target_organism,record_count,unique_compounds,endpoint_types,dominant_endpoint,dominant_endpoint_record_count,dominant_endpoint_unique_compounds,endpoint_homogeneity,doi_count,dominant_endpoint_doi_count,year_min,year_max,pactivity_min,pactivity_max,pactivity_range,dominant_endpoint_pactivity_min,dominant_endpoint_pactivity_max,dominant_endpoint_pactivity_range,readiness_tier,ready_compound_count_pass,ready_endpoint_homogeneity_pass,ready_activity_range_pass,ready_doi_diversity_pass,curatable_compound_count_pass,curatable_endpoint_homogeneity_pass,curatable_activity_range_pass,curatable_doi_diversity_pass,target_family,organism_group,uniprot_accession,ready_criteria_pass_count,curatable_criteria_pass_count
CHEMBL217,D(2) dopamine receptor,Homo sapiens,48,23,EC50; IC50; Ki,Ki,36,22,0.75,11,10,1997.0,2023.0,4.79,8.7,3.9099999999999993,5.26,8.7,3.4399999999999995,Exploratory,0,0,1,1,0,1,1,1,G protein-coupled receptors,Human,Q9UPA9,2,3
CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,25,22,EC50,EC50,25,22,1.0,2,2,2022.0,2022.0,4.49,6.85,2.3599999999999994,4.49,6.85,2.3599999999999994,Exploratory,0,1,0,0,0,1,1,0,G protein-coupled receptors,Human,Q4VBL4,1,2
CHEMBL3510,Carbonic anhydrase 14,Homo sapiens,23,22,Ki,Ki,23,22,1.0,5,5,2008.0,2012.0,5.05,7.4,2.3500000000000005,5.05,7.4,2.3500000000000005,Exploratory,0,1,0,1,0,1,1,1,Carbonic anhydrases,Human,Q9ULX7,2,3
CHEMBL2176851,Replicative DNA helicase,Bacillus anthracis,22,22,IC50,IC50,22,22,1.0,1,1,2012.0,2012.0,4.07,5.82,1.75,4.07,5.82,1.75,Exploratory,0,1,0,0,0,1,1,0,Other enzymes,Non-human,Q81JI8,1,2
CHEMBL234,D(3) dopamine receptor,Homo sapiens,36,22,IC50; Ki,Ki,35,22,0.9722222222222222,9,9,1997.0,2021.0,5.56,8.74,3.1800000000000006,5.56,8.74,3.1800000000000006,Exploratory,0,1,1,1,0,1,1,1,G protein-coupled receptors,Human,Q4VBM8,3,3
CHEMBL2186,Carbonic anhydrase 13,Mus musculus,21,21,Ki,Ki,21,21,1.0,3,3,2008.0,2010.0,4.69,7.35,2.6599999999999997,4.69,7.35,2.6599999999999997,Exploratory,0,1,1,0,0,1,1,1,Carbonic anhydrases,Non-human,Q9D6N1,2,3
CHEMBL1908,"Cytochrome P450 11B1, mitochondrial",Homo sapiens,22,21,IC50,IC50,22,21,1.0,2,2,2011.0,2015.0,6.03,8.3,2.2700000000000005,6.03,8.3,2.2700000000000005,Exploratory,0,1,0,0,0,1,1,0,Cytochrome P450s,Human,Q9UML2,1,2
CHEMBL3775,M-phase inducer phosphatase 1,Homo sapiens,22,21,IC50,IC50,22,21,1.0,4,4,2010.0,2020.0,4.02,5.92,1.9000000000000004,4.02,5.92,1.9000000000000004,Exploratory,0,1,0,0,0,1,1,1,Other enzymes,Human,Q9H2F2,1,3
CHEMBL2722,"Cytochrome P450 11B2, mitochondrial",Homo sapiens,22,21,IC50,IC50,22,21,1.0,2,2,2011.0,2015.0,5.66,7.11,1.4500000000000002,5.66,7.11,1.4500000000000002,Exploratory,0,1,0,0,0,1,0,0,Cytochrome P450s,Human,Q16726,1,1
CHEMBL3072,Androgen receptor,Rattus norvegicus,21,21,IC50; Ki,IC50,13,13,0.6190476190476191,2,1,2005.0,2019.0,5.41,7.04,1.63,5.41,6.26,0.8499999999999996,Exploratory,0,0,0,0,0,1,0,0,Nuclear receptors,Non-human,Q63049,0,1
CHEMBL2622,Aldo-keto reductase family 1 member B1,Rattus norvegicus,20,20,IC50,IC50,20,20,1.0,2,2,1986.0,2012.0,4.21,7.7,3.49,4.21,7.7,3.49,Exploratory,0,1,1,0,0,1,1,0,Other enzymes,Non-human,P07943,2,2
CHEMBL3025,Carbonic anhydrase 6,Homo sapiens,21,20,Ki,Ki,21,20,1.0,5,5,2008.0,2012.0,4.03,7.0,2.97,4.03,7.0,2.97,Exploratory,0,1,1,1,0,1,1,1,Carbonic anhydrases,Human,Q9UF03,3,3
CHEMBL2378,M-phase inducer phosphatase 3,Homo sapiens,21,20,IC50,IC50,21,20,1.0,4,4,2010.0,2020.0,4.14,7.0,2.8600000000000003,4.14,7.0,2.8600000000000003,Exploratory,0,1,1,0,0,1,1,1,Other enzymes,Human,Q9H2F1,2,3
CHEMBL281,Carbonic anhydrase 4,Bos taurus,20,20,Ki,Ki,20,20,1.0,1,1,2000.0,2000.0,6.5,9.22,2.7200000000000006,6.5,9.22,2.7200000000000006,Exploratory,0,1,1,0,0,1,1,0,Carbonic anhydrases,Non-human,Q95323,2,2
CHEMBL4088,DNA topoisomerase 4 subunit A,Staphylococcus aureus,20,20,IC50,IC50,20,20,1.0,1,1,2019.0,2019.0,4.0,6.52,2.52,4.0,6.52,2.52,Exploratory,0,1,1,0,0,1,1,0,Other enzymes,Non-human,P95683,2,2
CHEMBL4523223,Chloride anion exchanger,Homo sapiens,22,20,IC50,IC50,22,20,1.0,1,1,2021.0,2024.0,6.05,7.6,1.5499999999999998,6.05,7.6,1.5499999999999998,Exploratory,0,1,0,0,0,1,1,0,Ion channels and transporters,Human,P40879,1,2
CHEMBL3649,Xanthine dehydrogenase/oxidase,Bos taurus,20,20,IC50,IC50,20,20,1.0,5,5,2017.0,2024.0,4.19,5.67,1.4799999999999995,4.19,5.67,1.4799999999999995,Exploratory,0,1,0,1,0,1,0,1,Other enzymes,Non-human,Q95325,2,2
CHEMBL312,Polyunsaturated fatty acid 5-lipoxygenase,Rattus norvegicus,20,20,IC50,IC50,20,20,1.0,1,1,2017.0,2017.0,5.2,6.06,0.8599999999999994,5.2,6.06,0.8599999999999994,Exploratory,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P12527,1,1
CHEMBL1930,Vitamin K epoxide reductase complex subunit 1,Homo sapiens,20,20,IC50; Ki,IC50,16,16,0.8,3,2,2012.0,2023.0,4.1,8.35,4.25,4.1,8.35,4.25,Exploratory,0,1,1,0,0,1,1,1,Other enzymes,Human,Q9BQB6,2,3
CHEMBL5973,Carbonic anhydrase 15,Mus musculus,20,19,Ki,Ki,20,19,1.0,2,2,2010.0,2010.0,4.03,7.34,3.31,4.03,7.34,3.31,Not Suitable,0,1,1,0,0,1,1,0,Carbonic anhydrases,Non-human,Q99N23,2,2
CHEMBL3142,DNA-dependent protein kinase catalytic subunit,Homo sapiens,24,19,IC50,IC50,24,19,1.0,3,3,2005.0,2015.0,4.95,6.22,1.2699999999999996,4.95,6.22,1.2699999999999996,Not Suitable,0,1,0,0,0,1,0,1,Kinases,Human,Q9UME3,1,2
CHEMBL3571,Cannabinoid receptor 1,Rattus norvegicus,22,19,EC50; Ki,Ki,21,19,0.9545454545454546,3,3,1997.0,2009.0,4.72,8.02,3.3,4.72,7.49,2.7700000000000005,Not Suitable,0,1,1,0,0,1,1,1,G protein-coupled receptors,Non-human,P20272,2,3
CHEMBL2885,Carbonic anhydrase 3,Homo sapiens,18,18,Ki,Ki,18,18,1.0,3,3,2010.0,2012.0,4.02,5.42,1.4000000000000004,4.02,5.42,1.4000000000000004,Not Suitable,0,1,0,0,0,1,0,1,Carbonic anhydrases,Human,P07451,1,2
CHEMBL226,Adenosine receptor A1,Homo sapiens,18,18,Ki,Ki,18,18,1.0,3,3,2016.0,2022.0,4.39,5.62,1.2300000000000004,4.39,5.62,1.2300000000000004,Not Suitable,0,1,0,0,0,1,0,1,G protein-coupled receptors,Human,Q8TAM8,1,2
CHEMBL4093,Oxysterols receptor LXR-beta,Homo sapiens,21,18,EC50,EC50,21,18,1.0,3,3,2015.0,2016.0,5.1,6.02,0.92,5.1,6.02,0.92,Not Suitable,0,1,0,0,0,1,0,1,Nuclear receptors,Human,Q5I0Y1,1,2
CHEMBL1287620,Fructose-bisphosphate aldolase,Mycobacterium tuberculosis,18,18,IC50,IC50,18,18,1.0,0,0,,,5.43,6.04,0.6100000000000003,5.43,6.04,0.6100000000000003,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P9WQA3,1,1
CHEMBL2949,Prostaglandin G/H synthase 1,Ovis aries,17,17,IC50,IC50,17,17,1.0,4,4,2012.0,2021.0,4.28,5.79,1.5099999999999998,4.28,5.79,1.5099999999999998,Not Suitable,0,1,0,0,0,1,1,1,Other enzymes,Non-human,P05979,1,3
CHEMBL279,Vascular endothelial growth factor receptor 2,Homo sapiens,21,17,AC50; IC50,IC50,20,16,0.9523809523809524,9,8,2012.0,2024.0,4.47,7.49,3.0200000000000005,4.47,7.49,3.0200000000000005,Not Suitable,0,1,1,1,0,1,1,1,Kinases,Human,P35968,3,3
CHEMBL1741189,FAD-linked sulfhydryl oxidase ALR,Homo sapiens,16,16,AC50,AC50,16,16,1.0,0,0,,,4.03,7.04,3.01,4.03,7.04,3.01,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Human,Q9UK40,2,2
CHEMBL335,Tyrosine-protein phosphatase non-receptor type 1,Homo sapiens,16,16,IC50,IC50,16,16,1.0,4,4,2009.0,2020.0,4.04,6.39,2.35,4.04,6.39,2.35,Not Suitable,0,1,0,0,0,1,1,1,Other enzymes,Human,P18031,1,3
CHEMBL5620,Proteasome subunit beta type-8,Homo sapiens,18,16,IC50,IC50,18,16,1.0,2,2,2019.0,2019.0,5.74,8.05,2.3100000000000005,5.74,8.05,2.3100000000000005,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Human,Q96J48,1,2
CHEMBL1293251,ATP-dependent molecular chaperone HSP82,Candida albicans (strain WO-1) (Yeast),18,16,EC50,EC50,18,16,1.0,0,0,,,4.66,6.19,1.5300000000000002,4.66,6.19,1.5300000000000002,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Non-human,C4YTQ8,1,2
CHEMBL5145,Serine/threonine-protein kinase B-raf,Homo sapiens,18,16,IC50; Kd,IC50,17,16,0.9444444444444444,5,4,2012.0,2022.0,4.47,8.15,3.6800000000000006,4.47,8.09,3.62,Not Suitable,0,1,1,1,0,1,1,1,Kinases,Human,P15056,3,3
CHEMBL2366,Trypsin,Sus scrofa,16,16,AC50; IC50,AC50,15,15,0.9375,0,0,2015.0,2015.0,4.62,5.82,1.2000000000000002,4.62,5.82,1.2000000000000002,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,P00761,1,1
CHEMBL3943,Histamine H1 receptor,Cavia porcellus,16,16,Kd; Ki,Ki,9,9,0.5625,3,2,1984.0,2014.0,4.0,9.0,5.0,5.74,7.87,2.13,Not Suitable,0,0,0,0,0,0,1,1,G protein-coupled receptors,Non-human,P31389,0,2
CHEMBL1293200,Zn finger protein,Nicotiana tabacum,15,15,Ki,Ki,15,15,1.0,1,1,2010.0,2010.0,4.11,9.01,4.9,4.11,9.01,4.9,Not Suitable,0,1,1,0,0,1,1,0,Other/unclassified,Non-human,Q43570,2,2
CHEMBL4105870,Vitamin K epoxide reductase complex subunit 1,Rattus norvegicus,15,15,Ki,Ki,15,15,1.0,1,1,2017.0,2017.0,4.66,7.7,3.04,4.66,7.7,3.04,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Non-human,Q6TEK4,2,2
CHEMBL2541,"C-1-tetrahydrofolate synthase, cytoplasmic",Homo sapiens,15,15,IC50,IC50,15,15,1.0,1,1,2019.0,2019.0,4.57,6.24,1.67,4.57,6.24,1.67,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9BVP5,1,2
CHEMBL1250413,CAAX prenyl protease 2,Saccharomyces cerevisiae S288c,15,15,AC50,AC50,15,15,1.0,0,0,,,4.38,5.02,0.6399999999999997,4.38,5.02,0.6399999999999997,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,Q03530,1,1
CHEMBL235,Peroxisome proliferator-activated receptor gamma,Homo sapiens,17,15,EC50; Ki,EC50,16,15,0.9411764705882352,3,3,2008.0,2023.0,4.25,9.0,4.75,4.25,9.0,4.75,Not Suitable,0,1,1,0,0,1,1,1,Nuclear receptors,Human,P37231,2,3
CHEMBL288,"3',5'-cyclic-AMP phosphodiesterase 4D",Homo sapiens,15,15,AC50; IC50,IC50,14,14,0.9333333333333332,3,2,2014.0,2023.0,4.78,6.85,2.0699999999999994,4.78,6.85,2.0699999999999994,Not Suitable,0,1,0,0,0,1,1,1,Other enzymes,Human,Q08499,1,3
CHEMBL4878,Cytochrome P450 1B1,Homo sapiens,16,15,IC50; Ki,Ki,13,13,0.8125,3,2,2015.0,2018.0,4.33,6.66,2.33,4.33,6.0,1.67,Not Suitable,0,1,0,0,0,1,1,1,Cytochrome P450s,Human,Q9H316,1,3
CHEMBL239,Peroxisome proliferator-activated receptor alpha,Homo sapiens,17,15,EC50; IC50,EC50,13,13,0.7647058823529411,3,3,2006.0,2017.0,4.9,9.0,4.1,4.9,9.0,4.1,Not Suitable,0,0,1,0,0,1,1,1,Nuclear receptors,Human,Q07869,1,3
CHEMBL4531,Galectin-3,Homo sapiens,23,14,Kd,Kd,23,14,1.0,4,4,2014.0,2023.0,4.11,8.7,4.589999999999999,4.11,8.7,4.589999999999999,Not Suitable,0,1,1,0,0,1,1,1,Other/unclassified,Human,P17931,2,3
CHEMBL2487,Amyloid-beta precursor protein,Homo sapiens,18,14,IC50,IC50,18,14,1.0,4,4,2013.0,2024.0,4.0,8.1,4.1,4.0,8.1,4.1,Not Suitable,0,1,1,0,0,1,1,1,Other/unclassified,Human,P05067,2,3
CHEMBL275,"3',5'-cyclic-AMP phosphodiesterase 4B",Homo sapiens,15,14,IC50,IC50,15,14,1.0,2,2,2010.0,2020.0,5.93,9.0,3.0700000000000003,5.93,9.0,3.0700000000000003,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Human,Q5TEK6,2,2
CHEMBL4680039,Myosin-2,Bos taurus,14,14,IC50,IC50,14,14,1.0,1,1,2020.0,2020.0,4.0,5.54,1.54,4.0,5.54,1.54,Not Suitable,0,1,0,0,0,1,1,0,Other/unclassified,Non-human,Q9BE41,1,2
CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,15,14,AC50; EC50; IC50; Ki,IC50,12,12,0.8,7,6,2005.0,2023.0,4.29,7.51,3.22,4.29,7.51,3.22,Not Suitable,0,1,1,1,0,1,1,1,Ion channels and transporters,Human,Q9H3P0,3,3
CHEMBL1935,"Aldehyde dehydrogenase, mitochondrial",Homo sapiens,25,14,IC50; Ki,IC50,18,13,0.72,3,3,2001.0,2021.0,5.25,7.72,2.47,5.34,7.17,1.83,Not Suitable,0,0,0,0,0,1,1,1,Other enzymes,Human,Q6IV71,0,3
CHEMBL3138,D(3) dopamine receptor,Rattus norvegicus,15,14,IC50; Ki,Ki,10,10,0.6666666666666666,2,2,2013.0,2015.0,6.75,8.37,1.6199999999999992,6.75,8.37,1.6199999999999992,Not Suitable,0,0,0,0,0,1,1,0,G protein-coupled receptors,Non-human,P70647,0,2
CHEMBL1795151,Bis(5'-adenosyl)-triphosphatase,Homo sapiens,15,13,IC50,IC50,15,13,1.0,1,1,2021.0,2021.0,4.3,7.22,2.92,4.3,7.22,2.92,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Human,Q6IU12,2,2
CHEMBL6145,Inosine-5'-monophosphate dehydrogenase,Cryptosporidium parvum,13,13,IC50,IC50,13,13,1.0,1,1,2014.0,2014.0,5.6,7.7,2.1000000000000005,5.6,7.7,2.1000000000000005,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,Q8T6T2,1,2
CHEMBL3004,Multidrug resistance-associated protein 1,Homo sapiens,13,13,IC50,IC50,13,13,1.0,1,1,2019.0,2019.0,4.14,5.44,1.3000000000000007,4.14,5.44,1.3000000000000007,Not Suitable,0,1,0,0,0,1,0,0,Ion channels and transporters,Human,Q9UQA0,1,1
CHEMBL3577,Aldehyde dehydrogenase 1A1,Homo sapiens,19,13,IC50; Ki,IC50,15,12,0.7894736842105263,3,3,2017.0,2021.0,4.53,6.89,2.3599999999999994,4.53,6.89,2.3599999999999994,Not Suitable,0,0,0,0,0,1,1,1,Other enzymes,Human,Q5SYR1,0,3
CHEMBL3254,Amine oxidase [flavin-containing] A,Bos taurus,12,12,Ki,Ki,12,12,1.0,2,2,2006.0,2012.0,5.62,11.0,5.38,5.62,11.0,5.38,Not Suitable,0,1,1,0,0,1,1,0,Monoamine oxidases,Non-human,Q0IIE7,2,2
CHEMBL344,Melanin-concentrating hormone receptor 1,Homo sapiens,23,12,IC50,IC50,23,12,1.0,2,2,2005.0,2007.0,5.99,9.0,3.01,5.99,9.0,3.01,Not Suitable,0,1,1,0,0,1,1,0,G protein-coupled receptors,Human,Q9BV08,2,2
CHEMBL3411,CAAX prenyl protease 2,Homo sapiens,12,12,AC50,AC50,12,12,1.0,0,0,,,4.01,6.12,2.1100000000000003,4.01,6.12,2.1100000000000003,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Human,Q9Y256,1,2
CHEMBL2635,Dual specificity protein phosphatase 3,Homo sapiens,16,12,IC50,IC50,16,12,1.0,1,1,2013.0,2013.0,4.6,5.81,1.21,4.6,5.81,1.21,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q8IYJ9,1,1
CHEMBL2007628,Tyrosine-protein phosphatase non-receptor type 5,Homo sapiens,12,12,IC50,IC50,12,12,1.0,2,2,2019.0,2020.0,4.44,5.53,1.09,4.44,5.53,1.09,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q8NDP8,1,1
CHEMBL4102,Prostaglandin G/H synthase 2,Ovis aries,12,12,IC50,IC50,12,12,1.0,2,2,2014.0,2019.0,5.36,6.39,1.0299999999999994,5.36,6.39,1.0299999999999994,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,P79208,1,1
CHEMBL2284,Glyceraldehyde-3-phosphate dehydrogenase,Homo sapiens,12,12,IC50,IC50,12,12,1.0,1,1,2004.0,2004.0,4.07,4.77,0.6999999999999993,4.07,4.77,0.6999999999999993,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q53X65,1,1
CHEMBL5983,Aldo-keto reductase family 1 member B10,Homo sapiens,13,12,IC50; Ki,IC50,12,12,0.9230769230769232,1,1,2017.0,2017.0,5.57,8.64,3.0700000000000003,5.57,8.46,2.890000000000001,Not Suitable,0,1,1,0,0,1,1,0,Other enzymes,Human,Q8IWZ1,2,2
CHEMBL2231,Cytochrome P450 1A1,Homo sapiens,16,12,EC50; IC50; Ki,Ki,11,11,0.6875,3,3,2015.0,2022.0,4.22,7.92,3.7,4.22,7.92,3.7,Not Suitable,0,0,1,0,0,1,1,1,Cytochrome P450s,Human,Q53G18,1,3
CHEMBL4333,Sphingosine 1-phosphate receptor 1,Homo sapiens,11,11,EC50,EC50,11,11,1.0,0,0,2017.0,2017.0,4.03,8.51,4.48,4.03,8.51,4.48,Not Suitable,0,1,1,0,0,1,1,0,G protein-coupled receptors,Human,Q9NYN8,2,2
CHEMBL6136,Lysine-specific histone demethylase 1A,Homo sapiens,11,11,IC50,IC50,11,11,1.0,3,3,2014.0,2024.0,4.08,7.48,3.4000000000000004,4.08,7.48,3.4000000000000004,Not Suitable,0,1,1,0,0,1,1,1,Other enzymes,Human,O60341,2,3
CHEMBL4586,Seed linoleate 13S-lipoxygenase-1,Glycine max,11,11,IC50,IC50,11,11,1.0,2,2,2005.0,2023.0,4.0,6.17,2.17,4.0,6.17,2.17,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,P08170,1,2
CHEMBL2074,Maltase-glucoamylase,Homo sapiens,11,11,IC50,IC50,11,11,1.0,5,5,2017.0,2024.0,4.04,6.05,2.01,4.04,6.05,2.01,Not Suitable,0,1,0,1,0,1,1,1,Other enzymes,Human,Q86UM5,2,3
CHEMBL1849,Enoyl-[acyl-carrier-protein] reductase [NADH],Mycobacterium tuberculosis,11,11,IC50,IC50,11,11,1.0,1,1,2023.0,2023.0,5.45,7.27,1.8199999999999996,5.45,7.27,1.8199999999999996,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Non-human,P9WGR1,1,2
CHEMBL2903,Polyunsaturated fatty acid lipoxygenase ALOX15,Homo sapiens,11,11,IC50,IC50,11,11,1.0,2,2,2012.0,2023.0,4.37,6.13,1.7599999999999998,4.37,6.13,1.7599999999999998,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q99657,1,2
CHEMBL3712907,Transmembrane domain-containing protein TMIGD3,Homo sapiens,11,11,Ki,Ki,11,11,1.0,1,1,2016.0,2016.0,4.65,6.13,1.4799999999999995,4.65,6.13,1.4799999999999995,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q9BYZ1,1,1
CHEMBL1824,Receptor tyrosine-protein kinase erbB-2,Homo sapiens,11,11,IC50,IC50,11,11,1.0,2,2,2012.0,2024.0,5.45,6.89,1.4399999999999995,5.45,6.89,1.4399999999999995,Not Suitable,0,1,0,0,0,1,0,0,Kinases,Human,P04626,1,1
CHEMBL1806,DNA topoisomerase 2-alpha,Homo sapiens,11,11,IC50,IC50,11,11,1.0,2,2,2017.0,2021.0,4.58,5.0,0.4199999999999999,4.58,5.0,0.4199999999999999,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Human,Q9UQP9,1,1
CHEMBL5313,Heat shock factor protein 1,Mus musculus,12,11,AC50; EC50,EC50,8,8,0.6666666666666666,0,0,,,4.14,6.68,2.54,4.15,6.68,2.53,Not Suitable,0,0,1,0,0,1,1,0,Other/unclassified,Non-human,P38532,1,2
CHEMBL324,5-hydroxytryptamine receptor 2C,Rattus norvegicus,11,11,IC50; Ki,Ki,6,6,0.5454545454545454,1,1,2013.0,2015.0,5.72,7.92,2.2,5.77,7.92,2.1500000000000004,Not Suitable,0,0,0,0,0,0,1,0,G protein-coupled receptors,Non-human,P08909,0,1
CHEMBL284,Dipeptidyl peptidase 4,Homo sapiens,13,10,IC50,IC50,13,10,1.0,3,3,2011.0,2021.0,4.06,6.81,2.75,4.06,6.81,2.75,Not Suitable,0,1,1,0,0,1,1,1,Proteases,Human,Q53TN1,2,3
CHEMBL3864,Tyrosine-protein phosphatase non-receptor type 11,Homo sapiens,11,10,IC50,IC50,11,10,1.0,2,2,2020.0,2022.0,5.13,7.51,2.38,5.13,7.51,2.38,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q06124,1,2
CHEMBL5339,Free fatty acid receptor 4,Homo sapiens,10,10,EC50,EC50,10,10,1.0,1,1,2022.0,2022.0,5.36,6.82,1.46,5.36,6.82,1.46,Not Suitable,0,1,0,0,0,1,0,0,G protein-coupled receptors,Human,Q86SM7,1,1
CHEMBL2366517,Protease,Human immunodeficiency virus 1,10,10,IC50,IC50,10,10,1.0,1,1,2013.0,2013.0,4.46,4.67,0.2099999999999999,4.46,4.67,0.2099999999999999,Not Suitable,0,1,0,0,0,1,0,0,Proteases,Non-human,Q9YQ12,1,1
CHEMBL2147,Serine/threonine-protein kinase pim-1,Homo sapiens,12,10,IC50; Ki,IC50,11,9,0.9166666666666666,5,5,2012.0,2024.0,4.59,7.26,2.67,4.59,7.26,2.67,Not Suitable,0,1,1,1,0,1,1,1,Kinases,Human,P11309,3,3
CHEMBL204,Prothrombin,Homo sapiens,10,10,IC50; Ki,IC50,8,8,0.8,5,4,2005.0,2023.0,4.32,7.0,2.68,4.32,6.99,2.67,Not Suitable,0,1,1,1,0,1,1,1,Proteases,Human,P00734,3,3
CHEMBL2334,Caspase-3,Homo sapiens,10,10,AC50; EC50; IC50,IC50,8,8,0.8,2,2,2005.0,2010.0,4.42,6.02,1.5999999999999996,4.42,6.02,1.5999999999999996,Not Suitable,0,1,0,0,0,1,1,0,Proteases,Human,P42574,1,2
CHEMBL325,Histone deacetylase 1,Homo sapiens,10,9,IC50,IC50,10,9,1.0,5,5,2011.0,2023.0,4.23,9.52,5.289999999999999,4.23,9.52,5.289999999999999,Not Suitable,0,1,1,1,0,1,1,1,Other enzymes,Human,Q92534,3,3
CHEMBL2073663,Monocarboxylate transporter 4,Homo sapiens,11,9,IC50,IC50,11,9,1.0,1,1,2013.0,2013.0,5.1,8.0,2.9000000000000004,5.1,8.0,2.9000000000000004,Not Suitable,0,1,1,0,0,1,1,0,Ion channels and transporters,Human,Q2M1P8,2,2
CHEMBL1163125,Bromodomain-containing protein 4,Homo sapiens,9,9,IC50,IC50,9,9,1.0,4,4,2017.0,2024.0,5.09,7.0,1.91,5.09,7.0,1.91,Not Suitable,0,1,0,0,0,1,1,1,Other/unclassified,Human,O60885,1,3
CHEMBL4295618,Enoyl-(Acyl-carrier-protein) reductase II,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),9,9,IC50,IC50,9,9,1.0,1,1,2018.0,2018.0,5.12,5.95,0.8300000000000001,5.12,5.95,0.8300000000000001,Not Suitable,0,1,0,0,0,1,0,0,Other enzymes,Non-human,Q8E1K8,1,1
CHEMBL1293286,Polyadenylate-binding protein 1,Homo sapiens,9,9,IC50,IC50,9,9,1.0,0,0,,,4.22,4.99,0.7700000000000005,4.22,4.99,0.7700000000000005,Not Suitable,0,1,0,0,0,1,0,0,Other/unclassified,Human,Q93004,1,1
CHEMBL2292,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Homo sapiens,13,9,IC50; Ki,IC50,12,8,0.9230769230769232,5,5,2013.0,2022.0,4.82,9.52,4.699999999999999,4.82,9.52,4.699999999999999,Not Suitable,0,1,1,1,0,1,1,1,Kinases,Human,Q9UNM5,3,3
CHEMBL333,72 kDa type IV collagenase,Homo sapiens,9,9,IC50; Ki,IC50,8,8,0.8888888888888888,3,2,1999.0,2012.0,4.17,7.0,2.83,4.17,6.7,2.53,Not Suitable,0,1,1,0,0,1,1,1,Proteases,Human,Q9UCJ8,2,3
CHEMBL4915,Galectin-1,Homo sapiens,9,9,IC50; Kd,Kd,8,8,0.8888888888888888,4,3,2016.0,2023.0,4.0,6.5,2.5,4.06,6.5,2.4400000000000004,Not Suitable,0,1,0,0,0,1,1,1,Other/unclassified,Human,Q9UDK5,1,3
CHEMBL5567,Luciferin 4-monooxygenase,Photinus pyralis,18,9,AC50; EC50; IC50,IC50,10,2,0.5555555555555556,1,1,2008.0,2008.0,4.85,7.05,2.2,4.85,6.92,2.0700000000000003,Not Suitable,0,0,0,0,0,0,1,0,Other enzymes,Non-human,Q27755,0,1
CHEMBL267,Proto-oncogene tyrosine-protein kinase Src,Homo sapiens,9,8,IC50,IC50,9,8,1.0,6,6,1994.0,2015.0,4.05,7.05,3.0,4.05,7.05,3.0,Not Suitable,0,1,1,1,0,1,1,1,Kinases,Human,P12931,3,3
CHEMBL319,Alpha-1A adrenergic receptor,Rattus norvegicus,8,8,Kd,Kd,8,8,1.0,1,1,2003.0,2003.0,6.45,9.07,2.62,6.45,9.07,2.62,Not Suitable,0,1,1,0,0,1,1,0,G protein-coupled receptors,Non-human,P43140,2,2
CHEMBL3112384,Retinal dehydrogenase 2,Homo sapiens,8,8,IC50,IC50,8,8,1.0,1,1,2017.0,2017.0,4.96,7.19,2.2300000000000004,4.96,7.19,2.2300000000000004,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9UFY0,1,2
CHEMBL4881,"Aldehyde dehydrogenase X, mitochondrial",Homo sapiens,9,8,IC50,IC50,9,8,1.0,2,2,2017.0,2021.0,4.89,7.07,2.1800000000000006,4.89,7.07,2.1800000000000006,Not Suitable,0,1,0,0,0,1,1,0,Other enzymes,Human,Q9BV45,1,2
