compound_id,UMAP1,UMAP2,canonical_smiles,dominant_endpoint,chembl_target_degree,single_vs_multi,high_degree_flag,MolWt,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromaticRingCount,HeavyAtomCount,FractionCSP3,LipinskiRo5Violations,LipinskiRo5Compliant
CHEMBL3121789,10.710944,0.43948647,C#CCCCCOc1ccc2oc(=O)c(NC(C)=O)cc2c1,IC50,1,single-target,0,299.326,2.933700000000001,68.53999999999999,1,4,6,2,2,22,0.2941176470588235,0,1
CHEMBL3120181,10.72487,0.4342785,C#CCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,IC50,1,single-target,0,286.283,2.3718000000000004,65.74,0,5,5,2,2,21,0.25,0,1
CHEMBL4071420,14.158706,1.9240153,O=C(NCCCCc1ccc(O)cc1)c1cc2ccc(O)cc2oc1=O,IC50,2,multi-target,0,353.37400000000014,2.956900000000001,99.77,3,5,6,3,3,26,0.2,0,1
CHEMBL3326706,14.762663,13.437199,COc1ccc2oc(=O)c(C(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,Ki,2,multi-target,0,499.6110000000003,5.630900000000005,93.46,2,6,10,5,4,37,0.3666666666666666,1,0
CHEMBL2088232,7.2352724,0.86102444,CC(C)=CCC/C(C)=C/COc1ccc2oc(=O)ccc2c1,IC50,1,single-target,0,298.382,4.864500000000005,39.44,0,3,6,2,2,22,0.3157894736842105,0,1
CHEMBL396247,12.810656,4.517474,COc1cc2cc(-c3ccc(CN(CCO)Cc4ccccc4)cc3)c(=O)oc2cc1OC,IC50,2,multi-target,0,445.51500000000016,4.471700000000004,72.14,1,6,9,4,4,33,0.2222222222222222,0,1
CHEMBL3410724,13.295829,2.6609156,CCCCOc1c(OC)ccc2cc(C(=O)NCC3CC3)c(=O)oc12,IC50,1,single-target,0,345.3950000000001,3.120300000000001,77.77,1,5,8,3,2,25,0.4736842105263157,0,1
CHEMBL19240,5.541354,6.2724295,Cc1c(C)c2ccc(O)cc2oc1=O,IC50,1,single-target,0,190.19799999999995,2.1154399999999995,50.440000000000005,1,3,0,2,2,14,0.1818181818181818,0,1
CHEMBL3736482,11.296063,5.254912,Cc1ccc2oc(=O)c(-c3ccc(OCc4cccc(F)c4)cc3)cc2c1,IC50,1,single-target,0,360.38400000000007,5.486520000000004,39.44,0,3,4,4,4,27,0.0869565217391304,1,0
CHEMBL3359955,8.879503,11.125533,CC(C)Oc1ccc(COc2ccc3c(Cn4ccnc4)cc(=O)oc3c2)cc1,IC50,3,multi-target,0,390.4390000000001,4.404000000000004,66.49000000000001,0,6,7,4,4,29,0.217391304347826,0,1
CHEMBL170548,8.472066,0.64329726,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)c2ccc3ccc(=O)oc3c2)CC1,IC50,1,single-target,0,477.5870000000003,1.142100000000002,161.08999999999995,3,6,9,3,2,33,0.5,0,1
CHEMBL3322161,-3.428532,0.056739405,O=C(Cc1cc(=O)oc2cc(O)ccc12)NNC(=S)Nc1c2c(nc3ccccc13)CCCC2,IC50,2,multi-target,0,474.5420000000003,3.4859000000000027,116.49,4,6,3,5,4,34,0.2,0,1
CHEMBL3601440,5.800365,3.322532,O=c1cc(C(F)(F)F)c2ccc3c(c2o1)C=CCO3,Ki,3,multi-target,0,268.19,3.2174000000000014,39.44,0,3,0,3,2,19,0.1538461538461538,0,1
CHEMBL223983,7.582998,2.381532,COc1ccc2ccc(=O)oc2c1Cn1ccnc1,IC50,1,single-target,0,256.261,2.0464,57.26,0,5,3,3,3,19,0.1428571428571428,0,1
CHEMBL4464759,6.9812055,-3.3149242,Cc1c(C)c2ccc(OCC3CCN(CCCO)CC3)cc2oc1=O,IC50,4,multi-target,0,345.4390000000001,2.883040000000001,62.91,1,5,6,3,2,25,0.55,0,1
CHEMBL599996,16.345066,-2.4041753,Cc1c(N2CCN(C(=O)NCc3ccccc3)CC2)c(=O)oc2cc(O)cc(O)c12,IC50,1,single-target,0,409.4420000000002,2.544420000000001,106.25,3,6,3,4,3,30,0.2727272727272727,0,1
CHEMBL611508,15.947286,-2.377166,CCC1CCC(Oc2ccc3c(C)c(N4CCN(C)CC4)c(=O)oc3c2)CC1,IC50,1,single-target,0,384.52000000000027,4.200820000000004,45.92,0,5,4,4,2,28,0.6086956521739131,0,1
CHEMBL2177250,-1.5232098,5.846448,CCCCCc1cc(O)c2cc(Cc3cccc(O)c3)c(=O)oc2c1,Ki,3,multi-target,0,338.4030000000001,4.527700000000005,70.67,2,4,6,3,3,25,0.2857142857142857,0,1
CHEMBL3261207,12.627969,1.4561075,Cc1ccccc1NC(=O)c1cc2cc([N+](=O)[O-])ccc2oc1=O,IC50,1,single-target,0,324.2920000000001,3.2619200000000017,102.45,1,5,3,3,3,24,0.0588235294117647,0,1
CHEMBL472069,13.142191,1.066707,O=C(Nc1c(F)cccc1F)c1cc2ccccc2oc1=O,IC50,2,multi-target,0,301.24800000000005,3.323500000000002,59.31,1,3,2,3,3,22,0.0,0,1
CHEMBL3261199,12.9302,0.98600346,COc1ccccc1NC(=O)c1cc2ccccc2oc1=O,IC50,1,single-target,0,295.29400000000004,3.0539000000000014,68.53999999999999,1,4,3,3,3,22,0.0588235294117647,0,1
CHEMBL150254,13.013722,1.5299667,O=C(COC(=O)c1cc2ccccc2oc1=O)c1ccccc1,Ki,1,single-target,0,308.289,2.832700000000001,73.58000000000001,0,5,4,3,3,23,0.0555555555555555,0,1
CHEMBL342327,2.0120847,3.2827947,Cc1c(C)c2ccc(OCc3ccccc3C#N)cc2oc1=O,IC50,3,multi-target,0,305.3330000000001,3.860520000000003,63.23,0,4,3,3,3,23,0.1578947368421052,0,1
CHEMBL2181546,-2.6352892,5.31346,CCCCC1(c2cc(O)c3cc(Cc4ccccc4O)c(=O)oc3c2)CCCCC1,Ki,3,multi-target,0,406.5220000000003,6.187100000000006,70.67,2,4,6,4,3,30,0.4230769230769231,1,0
CHEMBL2047528,0.34470463,3.5565734,CN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC(=O)NCCCCCc2ccccc2)c1,IC50,4,multi-target,0,528.6490000000003,6.195300000000007,81.00999999999999,1,6,14,4,4,39,0.3125,2,0
CHEMBL143316,8.147509,-0.4923379,O=c1ccc2ccc(CNc3ccccc3)cc2o1,IC50,3,multi-target,0,251.28500000000005,3.405100000000002,42.24,1,3,3,3,3,19,0.0625,0,1
CHEMBL322966,8.567177,0.39556566,CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)NC(CC(=O)O)C(=O)COc1ccc2ccc(=O)oc2c1,IC50,1,single-target,0,595.6050000000004,2.1560999999999995,190.34,4,9,14,3,3,43,0.3333333333333333,1,0
CHEMBL3410727,13.301041,2.655546,CCCCOc1c(OC)ccc2cc(C(=O)NC(CC)CC)c(=O)oc12,IC50,1,single-target,0,361.4380000000002,3.898900000000003,77.77,1,5,9,2,2,26,0.5,0,1
CHEMBL293864,7.901239,1.8340183,COc1cc2ccc(=O)oc2c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1O,Ki,5,multi-target,1,370.31,-1.3141000000000005,159.05,5,10,4,3,2,26,0.4375,0,1
CHEMBL3901171,15.918885,4.9096007,O=c1cc(C(F)(F)F)c2ccc(OCCCCn3cc(CCCCN4C[C@H](O)[C@@H](O)[C@H](O)[C@H]4CO)nn3)cc2o1,IC50,1,single-target,0,570.5650000000002,1.3443999999999985,154.31,4,11,12,4,3,40,0.5769230769230769,2,0
CHEMBL4172130,2.599392,3.3663554,COC(=O)Cc1c(C)c2ccc(OCC(=O)c3ccc(Cl)cc3)cc2oc1=O,Ki,2,multi-target,0,400.8140000000001,3.732020000000002,82.81,0,6,6,3,3,28,0.1904761904761904,0,1
CHEMBL2425833,-1.2496303,-5.735296,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1cc[n+](Cc2ccccc2Cl)cc1,IC50,2,multi-target,0,442.8820000000002,4.0003800000000025,93.13,1,5,3,5,4,32,0.08,0,1
CHEMBL206500,6.298797,5.9997797,CCc1c(O)ccc2c1oc(=O)c1c(C)c(O)ccc12,IC50,2,multi-target,0,270.28399999999993,3.228220000000001,70.67,2,4,1,3,3,20,0.1875,0,1
CHEMBL1934676,6.6915674,7.900128,COc1ccc(-c2c(O)c3cc(C)ccc3oc2=O)cc1Cl,IC50,1,single-target,0,316.74,4.136020000000002,59.67,1,4,2,3,3,22,0.1176470588235294,0,1
CHEMBL2425841,-1.2724048,-5.7141232,N#CC1=C(N)Oc2c(c(=O)oc3ccccc23)C1c1ccc[n+](Cc2ccccc2F)c1,IC50,2,multi-target,0,426.4270000000001,3.486080000000002,93.13,1,5,3,5,4,32,0.08,0,1
CHEMBL4521148,15.821471,2.162068,Cc1cc(=O)c(O)cn1Cc1cc2ccc(OCc3ccccc3)cc2oc1=O,IC50,1,single-target,0,389.4070000000001,3.596020000000002,81.66999999999999,1,6,5,4,4,29,0.1304347826086956,0,1
CHEMBL2206127,18.01916,3.3044763,COc1cccc2cc(C(=O)/C=C/c3cc[n+](Cc4ccc(CCl)cc4)cc3)c(=O)oc12,IC50,2,multi-target,0,446.9100000000002,4.772300000000005,60.39,0,4,7,4,4,32,0.1153846153846153,0,1
CHEMBL128551,0.3391537,3.5553539,CCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,IC50,3,multi-target,0,438.52400000000017,4.582400000000004,81.01,1,6,11,3,3,32,0.36,0,1
CHEMBL3586599,9.246914,0.61489534,Cc1cc2ccc(OCc3ccc(CN(C)Cc4cccc(Cl)c4)cc3)cc2oc1=O,IC50,2,multi-target,0,433.93500000000006,5.965820000000005,42.68,0,4,7,4,4,31,0.1923076923076923,1,0
CHEMBL3586575,1.5604604,3.4472995,CCN(CCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1,IC50,4,multi-target,0,365.47300000000007,4.700840000000004,42.68,0,4,8,3,3,27,0.3478260869565217,0,1
CHEMBL1288596,7.7112465,2.4986296,CCCOc1ccc2ccc(=O)oc2c1C(C)=O,Ki,2,multi-target,0,246.26199999999997,2.7844000000000007,56.51,0,4,4,2,2,18,0.2857142857142857,0,1
CHEMBL145781,8.602454,0.405067,O=c1ccc2ccc(OCc3ccccc3)cc2o1,Ki,16,multi-target,1,252.269,3.3720000000000017,39.44,0,3,3,3,3,19,0.0625,0,1
CHEMBL3586771,2.3114917,1.6263459,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,IC50,6,multi-target,1,415.48900000000015,4.496300000000005,62.91,1,5,8,4,4,31,0.1923076923076923,0,1
CHEMBL1315870,4.4467773,5.854233,CCCCc1cc(=O)oc2c3c(cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12)OC(C)(C)CC3,IC50,1,single-target,0,457.5230000000003,3.693600000000002,106.28,1,6,7,4,2,33,0.56,0,1
CHEMBL378988,13.273177,1.4761276,O=C(N[C@H]1CCCC[C@@H]1NC(=O)c1cc2ccccc2oc1=O)c1cc2ccccc2oc1=O,Ki,2,multi-target,0,458.47000000000025,3.370400000000002,118.62,2,6,4,5,4,34,0.2307692307692307,0,1
CHEMBL1497574,11.043009,2.4775774,CCN(CC)c1ccc2cc(C(=O)Nc3ccccn3)c(=O)oc2c1,EC50,2,multi-target,0,337.3790000000001,3.286500000000001,75.44,1,5,5,3,3,25,0.2105263157894736,0,1
CHEMBL1934195,7.0860243,1.5225843,COc1c2occc2c(OC/C=C(\C)CCC=C(C)C)c2ccc(=O)oc12,IC50,1,single-target,0,368.4290000000001,5.619300000000004,61.81,0,5,7,3,3,27,0.3181818181818182,1,0
CHEMBL1535692,3.921177,6.7297807,Cc1c(CC(=O)NCCCCCC(=O)O)c(=O)oc2c(C)c3oc4c(c3cc12)CCCC4,IC50,4,multi-target,0,439.5080000000003,4.338540000000004,109.75,2,5,8,4,3,32,0.48,0,1
CHEMBL162021,19.772633,8.454959,NS(=O)(=O)c1ccc(NNCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,3,multi-target,0,379.825,2.2105,114.43,3,6,5,3,3,25,0.0625,0,1
CHEMBL3612750,3.9289088,4.4971876,CCCCCCCCCCc1c(C)c2ccc(N(CC)CCCC(=O)O)cc2oc1=O,IC50,1,single-target,0,429.60100000000034,6.475720000000007,70.75,1,4,15,2,2,31,0.6153846153846154,1,0
CHEMBL87575,11.802264,1.3333622,O=C(Oc1ccccc1Cl)c1cc2cc(CCl)ccc2oc1=O,Ki,1,single-target,0,349.16900000000004,4.4044000000000025,56.51,0,4,3,3,3,23,0.0588235294117647,0,1
CHEMBL71271,11.730741,4.8396826,O=c1oc2ccccc2cc1-c1ccc(O)cc1,EC50,3,multi-target,0,238.242,3.1656000000000013,50.44,1,3,1,3,3,18,0.0,0,1
CHEMBL303984,2.6887288,21.405891,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,IC50,1,single-target,0,697.1370000000002,5.370320000000004,189.78,5,11,9,5,4,49,0.3428571428571428,3,0
CHEMBL1585011,5.8656144,3.5449405,Cc1cc2c(C(F)(F)F)cc(=O)oc2c2c1NCCC2,AC50,2,multi-target,0,283.2490000000001,3.478320000000002,42.24,1,3,0,3,2,20,0.3571428571428571,0,1
CHEMBL71851,8.13581,1.2321472,COc1cc2ccc(=O)oc2cc1O,Ki,12,multi-target,1,192.17,1.5071999999999997,59.67,1,4,1,2,2,14,0.1,0,1
CHEMBL3954803,9.255315,-1.499438,N#Cc1ccc(-c2ccc3oc(=O)ccc3c2)n1Cc1ccc(F)cc1,IC50,1,single-target,0,344.345,4.320580000000002,58.93,0,4,3,4,4,26,0.0476190476190476,0,1
CHEMBL1221930,10.818978,4.6016536,Cc1cc(Br)c2oc(=O)c(-c3ccccc3)cc2c1,IC50,1,single-target,0,315.16600000000005,4.530920000000003,30.21,0,2,1,3,3,19,0.0625,0,1
CHEMBL1830827,10.903315,1.2298324,O=C(O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O,IC50,1,single-target,0,365.16800000000006,4.377000000000002,76.74000000000001,1,4,4,3,3,24,0.0588235294117647,0,1
CHEMBL3335017,1.4903725,4.3091984,CC(c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C,IC50,2,multi-target,0,267.328,3.568800000000002,33.45,0,3,2,3,3,20,0.2352941176470588,0,1
CHEMBL3084441,10.954871,2.4688876,CCN(CC)c1ccc2cc(C(=O)NCCOc3cccc4c(C(=O)N[C@@H]5C[C@H]6CCC[C@@H](C5)N6C)nn(C)c34)c(=O)oc2c1,Ki,1,single-target,0,614.7470000000002,4.079800000000003,121.93999999999998,2,9,10,6,4,45,0.4705882352941176,1,0
CHEMBL466773,-0.00154706,10.80059,C[C@H]1[C@H](C)Oc2c3c(c4c(-c5ccccc5)cc(=O)oc4c2[C@H]1O)OC(C)(C)C=C3,IC50,1,single-target,0,404.46200000000016,5.094600000000007,68.9,1,5,1,5,3,30,0.32,1,0
CHEMBL1389163,3.2213585,4.533231,COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)N3CCc4ccccc4C3)ccc12,IC50,3,multi-target,0,415.44500000000016,3.918500000000003,68.98,0,5,4,5,4,31,0.2,0,1
CHEMBL4867617,5.6262016,20.788275,CC(C)Sc1cccc(C(=O)Nc2c(O)c3ccc(O)cc3oc2=O)c1,Ki,2,multi-target,0,371.4140000000001,3.9570000000000025,99.77,3,6,4,3,3,26,0.1578947368421052,0,1
CHEMBL161032,19.773098,8.454969,NS(=O)(=O)c1nnc(NC(=O)CCNCc2cc(=O)oc3cc(Cl)ccc23)s1,Ki,3,multi-target,0,443.8940000000002,1.0637,157.28000000000003,3,9,7,3,3,28,0.2,0,1
CHEMBL2408090,24.31642,4.4266863,Cc1ccc2oc(=O)c(/C=N/c3ccc(S(=O)(=O)Nc4cc(C)on4)cc3)c(Cl)c2c1,IC50,2,multi-target,0,457.89500000000015,4.602640000000003,114.77,1,7,5,4,4,31,0.0952380952380952,0,1
CHEMBL1594993,3.8674242,2.4701102,CCCc1cc(=O)oc2cc(OCc3ccc(C(=O)O)o3)ccc12,IC50,1,single-target,0,328.32000000000005,3.615700000000002,89.88,1,5,6,3,3,24,0.2222222222222222,0,1
CHEMBL202896,6.431242,6.117935,CCc1cc(OC)cc2c(=O)oc3c(C)c(O)ccc3c12,IC50,2,multi-target,0,284.311,3.531220000000003,59.67,1,4,2,3,3,21,0.2352941176470588,0,1
CHEMBL2158356,5.637627,0.27147388,Cc1c(Cl)cccc1NC(=O)C(C)Oc1cc(=O)oc2ccccc12,IC50,2,multi-target,0,357.79300000000006,4.160820000000002,68.53999999999999,1,4,4,3,3,25,0.1578947368421052,0,1
CHEMBL430776,10.42313,9.95345,COc1ccc(-c2c3c4cc(OC)c(OS(=O)(=O)O)cc4oc(=O)c3n3ccc4cc(OC)c(OC)cc4c23)cc1O,IC50,1,single-target,0,593.5660000000003,4.940700000000005,155.37,2,11,7,6,6,42,0.1379310344827586,2,0
CHEMBL4105181,23.292082,11.864042,COc1ccc(Nc2ncnc3c2C(c2ccc(O)c(O)c2)c2c(c(=O)oc4ccccc24)O3)cc1,IC50,1,single-target,0,481.4640000000003,5.032300000000005,126.94,3,9,4,6,5,36,0.074074074074074,1,0
CHEMBL2178992,2.3960068,2.452242,CCN(CC)CCSc1nnc(COc2ccc3c(C)cc(=O)oc3c2)o1,Ki,1,single-target,0,389.4770000000002,3.497320000000002,81.60000000000001,0,8,9,3,3,27,0.4210526315789473,0,1
CHEMBL2425852,13.400205,-6.89243,Cc1ccc(C2c3c(nc4c(c3N)CCCC4)Oc3c2c(=O)oc2ccccc32)cc1,IC50,1,single-target,0,410.47300000000007,5.243320000000004,78.35000000000001,1,5,1,6,4,31,0.2307692307692307,1,0
CHEMBL4094013,5.0736375,4.4772696,Cc1cc(=O)oc2c(OS(=O)(=O)c3ccc(Cl)cc3)c(OS(=O)(=O)c3ccc(Cl)cc3)ccc12,IC50,2,multi-target,0,541.3860000000002,4.943620000000003,116.95,0,8,6,4,4,34,0.0454545454545454,1,0
CHEMBL4060132,6.0475755,7.186395,O=C1C=CC(=O)c2c1ccc1c2c(=O)oc2cc(F)ccc21,IC50,2,multi-target,0,294.237,3.020500000000001,64.35,0,4,0,4,3,22,0.0,0,1
CHEMBL202018,6.5315194,2.2699237,Cc1cc(=O)oc2cc(OC3CCCCC3=O)ccc12,IC50,1,single-target,0,272.29999999999995,2.991920000000001,56.51,0,4,2,3,2,20,0.375,0,1
CHEMBL4082634,2.404347,4.2900653,CCCc1ccc(S(=O)(=O)Oc2ccc3c(C)c(C#N)c(=O)oc3c2)cc1,IC50,2,multi-target,0,383.4250000000001,3.6933000000000025,97.37,0,6,5,3,3,27,0.2,0,1
CHEMBL3133848,-9.126574,6.9360905,CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(F)ccc34)nn2)CC1,IC50,1,single-target,0,519.6240000000003,3.6427000000000014,93.7,0,9,4,4,3,35,0.4347826086956521,1,0
CHEMBL2314721,13.589818,3.284789,COc1cc2cc(C(=O)OCC3CCN(Cc4ccccc4)CC3)c(=O)oc2cc1OC,IC50,2,multi-target,0,437.4920000000002,3.879200000000004,78.21000000000001,0,7,7,4,3,32,0.36,0,1
CHEMBL4084312,2.465311,4.2811494,CCCCS(=O)(=O)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,IC50,2,multi-target,0,330.7890000000001,3.2635200000000024,73.58000000000001,0,5,5,2,2,21,0.3571428571428571,0,1
CHEMBL4099648,12.464002,1.1233355,COc1ccc2oc(=O)c(C(=O)Nc3ccc(C)cc3)cc2c1,IC50,1,single-target,0,309.321,3.3623200000000013,68.53999999999999,1,4,3,3,3,23,0.1111111111111111,0,1
CHEMBL571926,7.010155,8.706663,COC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,IC50,1,single-target,0,394.33500000000015,2.6155,127.18,2,8,3,4,4,29,0.0952380952380952,0,1
CHEMBL2112216,1.0093337,-3.2421622,CC[C@H]1C[C@@H](C)Nc2cc3oc(=O)cc(C(F)(F)F)c3cc21,EC50,1,single-target,0,311.303,4.509500000000004,42.24,1,3,1,3,2,22,0.4375,0,1
CHEMBL4742237,3.6420593,0.7744573,COc1ccc(N2CCN(Cc3cc(=O)oc4cc(OCc5ccc(Br)cc5)ccc34)CC2)cc1,Ki,2,multi-target,0,535.4380000000003,5.4653000000000045,55.150000000000006,0,6,7,5,4,35,0.25,2,0
CHEMBL308315,5.788588,0.12014736,O=C(Oc1cc(=O)oc2ccccc12)C1CC1,IC50,1,single-target,0,230.219,2.1084,56.510000000000005,0,4,2,3,2,17,0.2307692307692307,0,1
CHEMBL4782287,3.6598544,0.75147355,COc1ccc(N2CCN(Cc3cc(=O)oc4cc(OCc5ccccc5F)ccc34)CC2)cc1,Ki,2,multi-target,0,474.53200000000027,4.841900000000004,55.150000000000006,0,6,7,5,4,35,0.25,0,1
CHEMBL3813974,7.1185837,3.8388624,Cc1c(/C=N/N2C=Nc3c([nH]c4ccccc34)C2)c(=O)oc2c3c4c(cc12)CCCN4CCC3,Ki,1,single-target,0,451.5300000000004,4.791020000000003,77.2,1,6,2,7,4,34,0.2962962962962963,0,1
CHEMBL1485126,13.03787,5.9030585,COc1ccc2nc(Nc3nc(-c4cc5ccccc5oc4=O)cs3)sc2c1,IC50,1,single-target,0,407.47600000000017,5.278400000000001,77.25,1,8,4,5,5,28,0.05,1,0
CHEMBL602888,15.97176,-2.3766909,COc1ccc(COc2ccc3c(C)c(N4CCN(C)CC4)c(=O)oc3c2)cc1,IC50,1,single-target,0,394.4710000000002,3.440820000000002,55.150000000000006,0,6,5,4,3,29,0.3478260869565217,0,1
CHEMBL4469018,15.8144245,2.1760526,Cc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccccc3)cc2oc1=O,IC50,1,single-target,0,389.4070000000001,3.596020000000002,81.66999999999999,1,6,5,4,4,29,0.1304347826086956,0,1
CHEMBL4064035,4.7140064,-5.620372,O=c1oc2ccc(F)c(F)c2cc1CO[C@H]1[C@@H](O)[C@@H](CO)O[C@@H](SS[C@@H]2O[C@H](CO)[C@H](O)[C@H](n3cc(-c4cc(F)c(F)c(F)c4)nn3)[C@H]2O)[C@@H]1O,Kd,1,single-target,0,765.6880000000001,1.132899999999999,209.99,6,16,10,6,4,51,0.4333333333333333,3,0
CHEMBL3326700,14.762567,13.4371395,COc1ccc2oc(=O)c(C(=O)NCCCCCNc3c4c(nc5ccccc35)CCCC4)cc2c1,Ki,2,multi-target,0,485.5840000000002,5.240800000000005,93.46,2,6,9,5,4,36,0.3448275862068966,1,0
CHEMBL601650,15.979321,-2.3787253,Cc1c(N2CCN(C)CC2)c(=O)oc2cc(O)ccc12,IC50,1,single-target,0,274.32,1.55882,56.92,1,5,1,3,2,20,0.4,0,1
CHEMBL4551962,7.191353,-3.2139256,Cc1c(C)c2ccc(OCC3CCCN(Cc4cccc(CO)c4)C3)cc2oc1=O,IC50,4,multi-target,0,407.51000000000016,4.193140000000003,62.91,1,5,6,4,3,30,0.4,0,1
CHEMBL4059741,2.4238858,4.2501006,CCS(=O)(=O)Oc1ccc2c(C)c(C#N)c(=O)oc2c1,IC50,1,single-target,0,293.3,1.7016000000000002,97.37,0,6,3,2,2,20,0.2307692307692307,0,1
CHEMBL1743357,7.1569633,1.3421751,C/C(=C\COc1c2ccoc2cc2oc(=O)ccc12)CCC(OC(C)(C)C(O)CC/C(C)=C/COc1c2ccoc2cc2oc(=O)ccc12)C(C)(C)O,Ki,1,single-target,0,726.8190000000004,8.598200000000004,154.85,2,11,16,6,6,53,0.3809523809523809,3,0
CHEMBL158693,19.773407,8.455279,Cn1nc(S(N)(=O)=O)s/c1=N\S(=O)(=O)c1ccc(NCc2cc(=O)oc3cc(Cl)ccc23)cc1,Ki,3,multi-target,0,542.0200000000003,1.7905000000000009,166.71999999999997,2,10,6,4,4,34,0.1052631578947368,1,0
CHEMBL3094009,2.5675867,0.65120876,CC(C)Nc1cc(=O)oc2cc(OCc3cccc(Cl)c3)ccc12,IC50,1,single-target,0,343.81,4.8457000000000034,51.47,1,4,5,3,3,24,0.2105263157894736,0,1
CHEMBL4559061,11.351145,-8.709827,O=C1CN(c2nccc3ccccc23)CCN1CCCNc1cc(=O)oc2ccccc12,IC50,2,multi-target,0,428.4920000000001,3.4920000000000018,78.68,1,6,6,5,4,32,0.24,0,1
CHEMBL4467826,11.355475,-8.705915,O=c1cc(NCCCN2CCN(c3nccc4ccccc34)CC2)c2cc(F)ccc2o1,IC50,4,multi-target,0,432.49900000000025,4.1045000000000025,61.61000000000001,1,6,6,5,4,32,0.28,0,1
CHEMBL2178988,2.4638312,2.408457,Cc1cc(=O)oc2cc(OCc3nnc(S)o3)ccc12,Ki,2,multi-target,0,290.3,2.35212,78.36,1,7,3,3,3,20,0.1538461538461538,0,1
CHEMBL1735637,11.025493,1.2051802,COC(=O)c1ccc(COc2ccc3cc(-c4ccc(F)cc4)c(=O)oc3c2)cc1,IC50,1,single-target,0,404.39300000000014,4.964700000000004,65.74000000000001,0,5,5,4,4,30,0.0833333333333333,0,1
CHEMBL3818390,10.542433,4.6777325,O=c1oc2c(O)c(O)ccc2cc1-c1cc(Br)cs1,Ki,3,multi-target,0,339.16599999999994,3.6952000000000007,70.67,2,5,1,3,3,19,0.0,0,1
CHEMBL4554567,11.927902,2.2340937,Cc1cc(O)cc2oc(=O)c(C(=O)CCN(C)C)cc12,IC50,1,single-target,0,275.304,1.94142,70.75,1,5,4,2,2,20,0.3333333333333333,0,1
CHEMBL3359953,8.893585,11.140385,O=c1cc(Cn2ccnc2)c2ccc(OCc3ccc([N+](=O)[O-])cc3)cc2o1,IC50,3,multi-target,0,377.3560000000001,3.525000000000002,100.4,0,7,6,4,4,28,0.1,0,1
CHEMBL3742224,12.0123205,6.2236967,Cc1ccc(-c2nn(-c3nc(-c4cc5cc(Cl)cc(Cl)c5oc4=O)cs3)cc2C=O)cc1,Ki,1,single-target,0,482.3480000000002,6.196920000000004,77.99000000000001,0,7,4,5,5,32,0.0434782608695652,1,0
CHEMBL3092177,11.371829,14.258293,CNS(=O)(=O)Nc1cccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1C,IC50,2,multi-target,0,466.5190000000002,3.4590400000000017,123.42000000000002,2,7,7,4,4,33,0.1739130434782608,0,1
CHEMBL3739672,12.007361,6.2338996,O=Cc1cn(-c2nc(-c3cc4cc(Br)ccc4oc3=O)cs2)nc1-c1ccc(Cl)cc1,Ki,1,single-target,0,512.7720000000002,5.997600000000004,77.99,0,7,4,5,5,31,0.0,2,0
CHEMBL375046,8.7538805,10.987235,COc1cc(Cn2ccnc2)c2ccc(=O)oc2c1,IC50,1,single-target,0,256.261,2.0464,57.260000000000005,0,5,3,3,3,19,0.1428571428571428,0,1
CHEMBL1310964,6.500114,4.5546656,Cc1cc(=O)oc2c(CN3CCCCC3)c(O)c(Cl)cc12,IC50,1,single-target,0,307.777,3.446320000000002,53.68000000000001,1,4,2,3,2,21,0.4375,0,1
CHEMBL4069084,2.0961967,3.2750568,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(Br)cc3Br)ccc12,IC50,2,multi-target,0,449.09800000000007,5.077100000000002,63.23,0,4,3,3,3,24,0.1111111111111111,1,0
