case_id,target_label,case_priority,target_chembl_id,target_name,target_organism,compound_id,canonical_smiles,inchi_key,endpoint,required_endpoint,pactivity,doi,year,record_id
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5079544,CN(CCCO)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,LSEUJBVYGRJBEU-UHFFFAOYSA-N,IC50,IC50,6.38,10.1021/acs.jmedchem.1c01784,2022,24422259
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4634082,Cc1c(O)c(=O)ccn1CCNC(=O)c1cc2ccc(OCc3cc(F)cc(F)c3)cc2oc1=O,UZKNLEFOUIHPGP-UHFFFAOYSA-N,IC50,IC50,6.9,10.1016/j.bmc.2020.115550,2020,20685924
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3360731,Cc1ccc2oc(=O)c(-c3cccc([N+](=O)[O-])c3)cc2c1,QHMFVFSWIUVIKQ-UHFFFAOYSA-N,IC50,IC50,8.22,10.1016/j.bmcl.2014.12.001,2015,14993859
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4078343,O=c1ccc2ccc(OCCN3CCC(Cc4ccccc4)CC3)cc2o1,XCOBFKVCBHODFF-UHFFFAOYSA-N,IC50,IC50,6.33,10.1016/j.ejmech.2016.09.041,2017,18195004
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4097867,Cc1cc(=O)oc2cc(OCc3ccc(Br)cc3)ccc12,FVWAAOMTWGZPCD-UHFFFAOYSA-N,IC50,IC50,9.05,10.1016/j.ejmech.2016.09.041,2017,18194994
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL56918,C/C(=C\COc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,OUTLLBZGJYDUQE-XYOKQWHBSA-N,IC50,IC50,6.84,10.1016/s0960-894x(02)00798-9,2002,953512
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL56918,C/C(=C\COc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,OUTLLBZGJYDUQE-XYOKQWHBSA-N,IC50,IC50,4.62,10.1016/j.ejmech.2018.01.003,2018,25040004
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3261201,Cc1ccccc1NC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,JKNDSUFKVDNADD-UHFFFAOYSA-N,IC50,IC50,5.33,10.1016/j.ejmech.2014.04.060,2014,14662193
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL108697,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O,XGJZBERLEOSMIT-UHFFFAOYSA-N,IC50,IC50,9.04,10.1021/jm060441e,2006,1773840
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL108697,Cc1c(C)c2ccc(OCc3cccc(F)c3)cc2oc1=O,XGJZBERLEOSMIT-UHFFFAOYSA-N,IC50,IC50,8.3,10.1016/j.bmc.2016.09.050,2016,16766892
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5094348,Cc1c(C)c2ccc(OCCCN(Cc3cccc(F)c3)C(C)C)cc2oc1=O,XEKGDDSQICBFDK-UHFFFAOYSA-N,IC50,IC50,6.46,10.1021/acs.jmedchem.1c01784,2022,24422248
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4646565,Cc1cccc(COc2ccc3cc(C(=O)NCCn4ccc(=O)c(O)c4C)c(=O)oc3c2)c1,CWHQWRHOEGFMOM-UHFFFAOYSA-N,IC50,IC50,6.84,10.1016/j.bmc.2020.115550,2020,20685928
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830801,CCN(CC)c1ccc2cc(C(=O)c3ccccc3)c(=O)oc2c1,CPVJWBWVJUAOMV-UHFFFAOYSA-N,IC50,IC50,4.62,10.1016/j.ejmech.2011.07.017,2011,6361435
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3586583,CCN(CCCCCCOc1ccc2c(C)c(C)c(=O)oc2c1)Cc1ccccc1.Cl,OBKRRCVVXDEWRI-UHFFFAOYSA-N,IC50,IC50,7.75,10.1021/acs.jmedchem.5b00599,2015,15625514
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3586608,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,BNTJFASFUKYXFU-UHFFFAOYSA-N,IC50,IC50,8.0,10.1021/acs.jmedchem.5b00599,2015,15625524
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3586608,CN(Cc1ccccc1)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1.Cl,BNTJFASFUKYXFU-UHFFFAOYSA-N,IC50,IC50,8.0,10.1021/acsmedchemlett.2c00001,2022,24804528
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121781,C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1,CRDZWWWAYLKDRN-UHFFFAOYSA-N,IC50,IC50,7.36,10.1016/j.bmc.2014.01.046,2014,13935935
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4639488,Cc1c(O)c(=O)ccn1CCNC(=O)c1cc2ccc(OCc3ccc(C(C)(C)C)cc3)cc2oc1=O,BDXZEZPZMYUKGW-UHFFFAOYSA-N,IC50,IC50,6.91,10.1016/j.bmc.2020.115550,2020,20685930
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3629471,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3cccc(C)c3oc2=O)cc1,DNFLFTCBSYKFOU-IIXCLMFLSA-N,IC50,IC50,4.7,10.1016/j.ejmech.2015.08.055,2015,15758451
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3297796,O=C(SCc1ccco1)c1cc2cc(Br)c(Br)cc2oc1=O,MCNKDIWLLBXTCD-UHFFFAOYSA-N,IC50,IC50,5.25,10.1016/j.bmc.2014.05.002,2014,15044549
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3297791,O=C(Sc1ccc(Br)cc1)c1cc2ccccc2oc1=O,JDFPLBHEZSYSDM-UHFFFAOYSA-N,IC50,IC50,5.19,10.1016/j.bmc.2014.05.002,2014,15044544
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3359944,O=c1cc(CCCl)c2ccc(OCc3cccc(Cl)c3)cc2o1,GLIOHWRSLRFKJG-UHFFFAOYSA-N,IC50,IC50,9.43,10.1016/j.ejmech.2022.114655,2022,25577918
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5575791,NS(=O)(=O)c1ccc(NC(=O)COc2ccc3ccc(=O)oc3c2)c(F)c1,MDOZDKAJWGPIEH-UHFFFAOYSA-N,IC50,IC50,5.76,10.1021/acs.jmedchem.4c00045,2024,25934226
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5563085,N#Cc1cc2ccc(OCc3ccc(S(N)(=O)=O)cc3)cc2oc1=O,PETOIJBKQCECMT-UHFFFAOYSA-N,IC50,IC50,7.45,10.1021/acs.jmedchem.4c00045,2024,25934265
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4514364,CN(C)Cc1cc(=O)oc2cc(OCc3ccc(CO)cc3)ccc12,KHKOKABORMZOQA-UHFFFAOYSA-N,IC50,IC50,6.2,10.1016/j.ejmech.2018.10.016,2019,18936884
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4514364,CN(C)Cc1cc(=O)oc2cc(OCc3ccc(CO)cc3)ccc12,KHKOKABORMZOQA-UHFFFAOYSA-N,IC50,IC50,6.11,10.1016/j.ejmech.2018.10.016,2019,18936924
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4206927,C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C(C)C)cc1,ZHTUNTNEADBCIG-UHFFFAOYSA-N,IC50,IC50,5.46,10.1016/j.ejmech.2017.07.008,2017,18514942
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4562275,Cc1c(C)c2ccc(OCCCCN3CCc4ccccc4C3)cc2oc1=O.Cl,RJPQERYQTJPVBX-UHFFFAOYSA-N,IC50,IC50,6.21,10.1021/acs.jmedchem.6b00562,2016,19406958
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121783,C#CCCCOc1ccc2c(C)cc(=O)oc2c1,REPSGCFMBLDAAK-UHFFFAOYSA-N,IC50,IC50,7.74,10.1016/j.bmc.2014.01.046,2014,13935933
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121777,C#CCCCOc1ccc2cc(C(=O)c3ccc(OC)cc3)c(=O)oc2c1,PRTRRTCXJMFTIT-UHFFFAOYSA-N,IC50,IC50,6.27,10.1016/j.bmc.2014.01.046,2014,13935939
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL2376885,O=C(Nc1cc2ccccc2oc1=O)OCc1ccccc1,NKZOGSNXAOKDMO-UHFFFAOYSA-N,IC50,IC50,7.35,10.1016/j.ejmech.2013.02.009,2013,13279594
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4086218,Cc1cc(=O)oc2cc(OCCN3CCN(Cc4ccc(Br)cc4)CC3)ccc12,QUQIBOOPHFOKQS-UHFFFAOYSA-N,IC50,IC50,5.44,10.1016/j.ejmech.2016.09.041,2017,18195010
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4529750,Cc1cc2ccc(OCC3CCN(Cc4cccc(CO)c4)CC3)cc2oc1=O,IUWHHNQVLYBBQI-UHFFFAOYSA-N,IC50,IC50,5.96,10.1016/j.ejmech.2018.10.016,2019,18936914
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL145374,O=c1cc(-c2ccccc2)c2ccc(OCc3ccccc3)cc2o1,DQQCMCHMGYUJJS-UHFFFAOYSA-N,IC50,IC50,6.59,10.1021/jm060441e,2006,1773856
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5583585,Cc1c(Cl)c(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,SLRCWYQROAXBEJ-UHFFFAOYSA-N,IC50,IC50,8.17,10.1021/acs.jmedchem.4c00045,2024,25934253
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830799,O=C(c1ccccc1)c1cc2cccc(O)c2oc1=O,GHSHPXGUHBVDRU-UHFFFAOYSA-N,IC50,IC50,4.57,10.1016/j.ejmech.2011.07.017,2011,6361451
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3297794,CCCCSC(=O)c1cc2ccccc2oc1=O,YZAQDIUEJFLWHX-UHFFFAOYSA-N,IC50,IC50,4.8,10.1016/j.bmc.2014.05.002,2014,15044547
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830830,O=C(NNc1ccccc1)c1cc2ccccc2oc1=O,GQJLBGXDQVEXKH-UHFFFAOYSA-N,IC50,IC50,5.34,10.1016/j.ejmech.2011.07.017,2011,6361426
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4074339,Cc1ccc2oc(=O)c(C(=O)Nc3cccc(O)c3)cc2c1,GEYFJJNBFTTWCR-UHFFFAOYSA-N,IC50,IC50,7.34,10.1021/acs.jmedchem.7b00918,2017,18187108
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4076698,COc1ccc2oc(=O)c(C(=O)Nc3ccccc3)cc2c1,LZSBQLYXKMMEIL-UHFFFAOYSA-N,IC50,IC50,8.22,10.1021/acs.jmedchem.7b00918,2017,18187115
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121793,COC(=O)c1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,NCEUAXZXYIXBKB-UHFFFAOYSA-N,IC50,IC50,9.23,10.1016/j.bmc.2014.01.046,2014,13935923
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4218045,COc1ccc2oc(=O)c(-c3ccc(OC)nn3)cc2c1,UENDJNMIDQUDHG-UHFFFAOYSA-N,IC50,IC50,4.96,10.1016/j.ejmech.2017.07.045,2017,18517410
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121785,C#CCCCCOc1ccc2oc(=O)c(C(=O)OC)cc2c1,HJVYWROYBSFGBH-UHFFFAOYSA-N,IC50,IC50,6.91,10.1016/j.bmc.2014.01.046,2014,13935931
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121865,CCCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1,QOKVLUFMBVGFPC-UHFFFAOYSA-N,IC50,IC50,9.06,10.1016/j.bmc.2014.01.046,2014,13935916
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL149463,CC(=O)c1cc2ccccc2oc1=O,CSPIFKKOBWYOEX-UHFFFAOYSA-N,IC50,IC50,4.84,10.1016/j.ejmech.2011.07.017,2011,6361428
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830833,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,XCHALBKFILSDCE-UHFFFAOYSA-N,IC50,IC50,5.92,10.1016/j.ejmech.2011.07.017,2011,6361420
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830828,O=C(O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,MQTAJDBIYOUKGJ-UHFFFAOYSA-N,IC50,IC50,5.06,10.1016/j.ejmech.2011.07.017,2011,6361424
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4580037,Cc1cc(=O)c(O)cn1Cc1cc2ccc(OCc3cccc(F)c3)cc2oc1=O,YBWJXLLXPMZOHT-UHFFFAOYSA-N,IC50,IC50,6.71,10.1016/j.ejmech.2019.07.031,2019,19098406
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3629807,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3ccc(Br)cc3oc2=O)cc1,VUIHXXXAELJOFV-RTYMFESYSA-N,IC50,IC50,4.26,10.1016/j.ejmech.2015.08.055,2015,15758483
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4522440,Cc1c(O)c(=O)ccn1Cc1cc2ccc(OCc3ccc(F)cc3)cc2oc1=O,MRKQTXBMWPHPAB-UHFFFAOYSA-N,IC50,IC50,6.52,10.1016/j.ejmech.2019.07.031,2019,19098407
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4634075,COc1ccc(COc2ccc3cc(C(=O)NCCn4ccc(=O)c(O)c4C)c(=O)oc3c2)cc1,VVDWXLJHPCRLCY-UHFFFAOYSA-N,IC50,IC50,6.84,10.1016/j.bmc.2020.115550,2020,20685926
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL145292,O=c1oc2cc(OCc3ccccc3)ccc2c2ccccc12,VABIAROAZJNLBQ-UHFFFAOYSA-N,IC50,IC50,8.95,10.1021/jm060441e,2006,1773851
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4474935,Cc1c(C)c2ccc(OC3CCN(Cc4ccc(C#N)cc4)CC3)cc2oc1=O,NPBMASGVNYNLLH-UHFFFAOYSA-N,IC50,IC50,6.18,10.1021/acs.jmedchem.6b00562,2016,19406936
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4206008,COc1cccc2cc(-c3ccc(Br)nn3)c(=O)oc12,XXOJEQAXZNXTCY-UHFFFAOYSA-N,IC50,IC50,4.89,10.1016/j.ejmech.2017.07.045,2017,18517400
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL276076,Cc1c(C)c2ccc(OCc3ccc(F)cc3)cc2oc1=O,QHRPUOKUBRYYKI-UHFFFAOYSA-N,IC50,IC50,8.81,10.1021/jm060441e,2006,1773834
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5570926,CCN(CC)Cc1cc(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,LOPXXAZRNQYWGO-UHFFFAOYSA-N,IC50,IC50,6.15,10.1021/acs.jmedchem.4c00045,2024,25934276
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5568690,Cc1cc(=O)oc2cc(OCc3ccc(S(N)(=O)=O)cc3)ccc12,CVCGIAOEUWSTTJ-UHFFFAOYSA-N,IC50,IC50,7.95,10.1021/acs.jmedchem.4c00045,2024,25934273
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4208341,C#CCN(CCCOc1ccc2ccc(=O)oc2c1)Cc1cccc(OC)c1,QOPOUAXGDKWZKV-UHFFFAOYSA-N,IC50,IC50,5.34,10.1016/j.ejmech.2017.07.008,2017,18514937
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4082300,Cc1c(C#N)c(=O)oc2cc(OCc3ccc(F)cc3)ccc12,ZRFZWVIKCJMDRW-UHFFFAOYSA-N,IC50,IC50,8.66,10.1016/j.ejmech.2016.09.041,2017,18194998
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1830797,CC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,SDPFBESXQREFHP-UHFFFAOYSA-N,IC50,IC50,6.7,10.1016/j.ejmech.2011.07.017,2011,6361418
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4648527,O=C(NCCn1ccc(=O)c(O)c1)c1cc2ccccc2oc1=O,LFXZFRRJMOWNMJ-UHFFFAOYSA-N,IC50,IC50,6.71,10.1016/j.bmc.2020.115550,2020,20685908
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL572233,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IXPFLPLQVXPBGF-UHFFFAOYSA-N,IC50,IC50,7.88,10.1016/j.bmcl.2009.07.039,2009,3022328
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL572233,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IXPFLPLQVXPBGF-UHFFFAOYSA-N,IC50,IC50,7.88,10.1016/j.bmcl.2009.04.085,2009,6220081
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL572233,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,IXPFLPLQVXPBGF-UHFFFAOYSA-N,IC50,IC50,7.88,10.1021/jm200716y,2011,6383788
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1835328,CC(=O)COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,QHOSISOIBUGKLG-UHFFFAOYSA-N,IC50,IC50,6.75,10.1021/jm200716y,2011,6383799
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5283267,O=c1oc2ccc(Cl)cc2cc1Cl,OLZBHTKLBLETSU-UHFFFAOYSA-N,IC50,IC50,8.0,10.1016/j.ejmech.2018.01.003,2018,25040003
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL469768,O=C(Nc1c(F)c(F)c(F)c(F)c1F)c1cc2ccccc2oc1=O,TZIVSIXQHSQQNV-UHFFFAOYSA-N,IC50,IC50,6.34,10.1021/jm801496u,2009,2411359
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4466838,CN(C)CCC(=O)c1cc2ccc(O)cc2oc1=O.Cl,RANOIOFKJSSCGM-UHFFFAOYSA-N,IC50,IC50,4.15,10.1016/j.ejmech.2019.04.016,2019,19030108
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3417294,Nc1cc(=O)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,SDXXOBJFUGAGFS-UHFFFAOYSA-N,IC50,IC50,4.42,10.1016/j.ejmech.2015.03.040,2015,15219056
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1835233,COc1cc(OC)c(Br)c(-c2cc3cc(C)ccc3oc2=O)c1,SDQNCIIRQFGVMP-UHFFFAOYSA-N,IC50,IC50,4.27,10.1021/jm200716y,2011,6383795
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL1777845,COc1ccc(-c2cc3cc(Br)cc(OC)c3oc2=O)cc1,LGFYJOGTQYJEMT-UHFFFAOYSA-N,IC50,IC50,8.87,10.1016/j.bmcl.2011.05.074,2011,6260759
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5395261,Cc1cc(=O)oc2c(NC(=O)c3ccc(Cl)cc3)c(O)ccc12,WMCHJNXKGAIFNI-UHFFFAOYSA-N,IC50,IC50,4.43,10.1016/j.ejmech.2023.115091,2023,25461203
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL5436279,COc1ccc(C(=O)Nc2c(O)ccc3c(C)cc(=O)oc23)cc1OC,GNIWPSFDONHOFG-UHFFFAOYSA-N,IC50,IC50,5.04,10.1016/j.ejmech.2023.115091,2023,25461206
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL488917,Cc1cc(=O)oc2c(C)c(OC3CCCCC3=O)ccc12,WRTZCCCOMNOONZ-UHFFFAOYSA-N,IC50,IC50,5.41,10.1021/jm800656v,2008,2592802
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4539659,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(Cl)c4)CC3)cc2oc1=O.Cl,GDJVHXJRIIZVEJ-UHFFFAOYSA-N,IC50,IC50,7.05,10.1021/acs.jmedchem.6b00562,2016,19406941
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3735242,Cc1ccc2oc(=O)c(-c3cccc(OCCN(C)C)c3)cc2c1,QFCBQKDUOJIAHP-UHFFFAOYSA-N,IC50,IC50,6.66,10.1039/C4MD00437J,2015,16386431
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3734880,Cc1ccc2oc(=O)c(-c3cccc(OCCCCBr)c3)cc2c1,BKGUXURSCXCLRJ-UHFFFAOYSA-N,IC50,IC50,4.97,10.1039/C4MD00437J,2015,16386430
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL3121790,C#CCCCCOc1ccc2ccc(=O)oc2c1,DELPHQSATGCEPA-UHFFFAOYSA-N,IC50,IC50,8.58,10.1016/j.bmc.2014.01.046,2014,13935926
MAOB_HUMAN_IC50,Human MAO-B,primary,CHEMBL2039,Amine oxidase [flavin-containing] B,Homo sapiens,CHEMBL4441456,Cc1c(C)c2ccc(OC3CCN(C)CC3)cc2oc1=O,AXSXATQECYCTMF-UHFFFAOYSA-N,IC50,IC50,6.56,10.1021/acs.jmedchem.6b00562,2016,19406931
