molecule_chembl_id,record_count,chembl_target_degree,canonical_smiles,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range,target_ids,target_names,target_organisms
CHEMBL1494802,6,6,O=C(Nc1cccc(Cl)c1N1CCCC1)c1cccc(-c2cc3ccccc3oc2=O)c1,IC50; AC50,AC50,0,,,5.1,6.06,0.96,CHEMBL1741221; CHEMBL4426; CHEMBL3622; CHEMBL340; CHEMBL3356; CHEMBL3397,Cysteine protease ATG4B; Phospholipase A2; Cytochrome P450 2C19; Cytochrome P450 3A4; Cytochrome P450 1A2; Cytochrome P450 2C9,Homo sapiens
CHEMBL1550032,6,6,Cc1c(CCC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Cl)ccc12,AC50; IC50; EC50,IC50,0,,,5.53,5.86,0.33,CHEMBL3308; CHEMBL2635; CHEMBL3864; CHEMBL1795098; CHEMBL1293266; CHEMBL2007628,Caspase-6; Dual specificity protein phosphatase 3; Tyrosine-protein phosphatase non-receptor type 11; Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1; Nucleotide-binding oligomerization domain-containing protein 2; Tyrosine-protein phosphatase non-receptor type 5,Homo sapiens
CHEMBL1995684,6,6,CC(CCOc1ccc2ccc(=O)oc2c1)C1=CC(=O)C(C)(C)O1,Ki,Ki,1,2013,2013,4.2,6.22,2.02,CHEMBL3242; CHEMBL3594; CHEMBL2326; CHEMBL3912; CHEMBL261; CHEMBL205,Carbonic anhydrase 12; Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 13; Carbonic anhydrase 1; Carbonic anhydrase 2,Homo sapiens
CHEMBL2334353,6,6,C/C(=C\Cc1cc2ccc(=O)oc2cc1O)CO,Ki,Ki,1,2013,2013,4.1,6.11,2.01,CHEMBL3242; CHEMBL3912; CHEMBL2326; CHEMBL261; CHEMBL3594; CHEMBL205,Carbonic anhydrase 12; Carbonic anhydrase 13; Carbonic anhydrase 7; Carbonic anhydrase 1; Carbonic anhydrase 9; Carbonic anhydrase 2,Homo sapiens
CHEMBL2387253,6,6,COc1ccccc1N1CCN(CCCCOc2ccc3c(C)cc(=O)oc3c2)CC1,Ki; IC50,Ki,1,2013,2013,6.0,10.92,4.92,CHEMBL273; CHEMBL339; CHEMBL3138; CHEMBL322; CHEMBL240; CHEMBL324,5-hydroxytryptamine receptor 1A; D(2) dopamine receptor; D(3) dopamine receptor; 5-hydroxytryptamine receptor 2A; Voltage-gated inwardly rectifying potassium channel KCNH2; 5-hydroxytryptamine receptor 2C,Rattus norvegicus; Homo sapiens
CHEMBL303846,6,6,CC1(C)C=Cc2cc3ccc(=O)oc3cc2O1,Ki; AC50,Ki,1,2013,2013,4.59,5.12,0.53,CHEMBL3594; CHEMBL3912; CHEMBL5508; CHEMBL2326; CHEMBL261; CHEMBL3242,Carbonic anhydrase 9; Carbonic anhydrase 13; Dual specificity tyrosine-phosphorylation-regulated kinase 1A; Carbonic anhydrase 7; Carbonic anhydrase 1; Carbonic anhydrase 12,Homo sapiens; Rattus norvegicus
CHEMBL3417299,6,6,Cc1c(Cl)c(=O)oc2cc(OCCN3CCN(CCCNc4c5c(nc6ccccc46)CCCC5)CC3)ccc12,IC50,IC50,1,2015,2015,4.28,7.61,3.33,CHEMBL220; CHEMBL4078; CHEMBL5763; CHEMBL1914; CHEMBL2039; CHEMBL1951,Acetylcholinesterase; Cholinesterase; Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A,Homo sapiens; Electrophorus electricus; Equus caballus
CHEMBL3586592,6,6,CN(Cc1ccccc1)Cc1ccc(COc2ccc3ccc(=O)oc3c2)cc1,IC50,IC50,1,2015,2015,4.96,7.39,2.43,CHEMBL2039; CHEMBL4078; CHEMBL2993; CHEMBL1914; CHEMBL220; CHEMBL5763,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Cholinesterase,Homo sapiens; Electrophorus electricus; Rattus norvegicus; Equus caballus
CHEMBL3586595,6,6,Cc1c(C)c2ccc(OCc3ccc(CN(C)Cc4ccccc4)cc3)cc2oc1=O.Cl,IC50,IC50,1,2015,2015,5.37,7.28,1.91,CHEMBL2039; CHEMBL4078; CHEMBL220; CHEMBL5763; CHEMBL2993; CHEMBL1951,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Cholinesterase; Amine oxidase [flavin-containing] A,Homo sapiens; Electrophorus electricus; Equus caballus; Rattus norvegicus
CHEMBL3586610,6,6,CN(Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1)Cc1cccc(Cl)c1.Cl,IC50,IC50,1,2015,2015,4.89,7.62,2.73,CHEMBL2039; CHEMBL2993; CHEMBL4078; CHEMBL220; CHEMBL5763; CHEMBL1951,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Cholinesterase; Amine oxidase [flavin-containing] A,Homo sapiens; Rattus norvegicus; Electrophorus electricus; Equus caballus
CHEMBL3939546,6,6,O=c1oc2c(O)c(O)ccc2cc1-c1ccc(O)c(O)c1,IC50; Ki,IC50,2,2020,2020,4.57,5.52,0.95,CHEMBL4078; CHEMBL226; CHEMBL5763; CHEMBL256; CHEMBL251; CHEMBL2993,Acetylcholinesterase; Adenosine receptor A1; Cholinesterase; Adenosine receptor A3; Adenosine receptor A2a; Amine oxidase [flavin-containing] B,Electrophorus electricus; Homo sapiens; Equus caballus; Rattus norvegicus
CHEMBL4470448,6,6,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(OCCCO)c4)CC3)cc2oc1=O,IC50,IC50,1,2019,2019,5.75,6.75,1.0,CHEMBL5763; CHEMBL1951; CHEMBL1914; CHEMBL2039; CHEMBL220; CHEMBL4078,Cholinesterase; Amine oxidase [flavin-containing] A; Amine oxidase [flavin-containing] B; Acetylcholinesterase,Equus caballus; Homo sapiens; Electrophorus electricus
CHEMBL51767,6,6,COc1ccccc1N1CCN(CCCOc2ccc3c(C)cc(=O)oc3c2)CC1,Kd; Ki,Ki,2,2003,2013,6.76,9.07,2.31,CHEMBL319; CHEMBL229; CHEMBL339; CHEMBL217; CHEMBL322; CHEMBL224,Alpha-1A adrenergic receptor; D(2) dopamine receptor; 5-hydroxytryptamine receptor 2A,Rattus norvegicus; Homo sapiens
CHEMBL596221,6,6,COc1cc(OC)c2ccc(=O)oc2c1OC,Ki,Ki,1,2013,2013,5.01,6.12,1.11,CHEMBL3594; CHEMBL3242; CHEMBL3912; CHEMBL261; CHEMBL2326; CHEMBL205,Carbonic anhydrase 9; Carbonic anhydrase 12; Carbonic anhydrase 13; Carbonic anhydrase 1; Carbonic anhydrase 7; Carbonic anhydrase 2,Homo sapiens
CHEMBL274030,13,5,Cc1c(C)c2ccc(OCc3ccc(Cl)cc3)cc2oc1=O,IC50,IC50,6,1994,2018,5.17,9.22,4.05,CHEMBL2993; CHEMBL2039; CHEMBL3358; CHEMBL220; CHEMBL1951,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A; Acetylcholinesterase,Rattus norvegicus; Homo sapiens
CHEMBL325761,12,5,Cc1c(C)c2ccc(OCc3ccc(F)c(F)c3)cc2oc1=O,IC50,IC50,7,2000,2018,5.52,9.0,3.48,CHEMBL2993; CHEMBL2039; CHEMBL3358; CHEMBL1951; CHEMBL220,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A; Acetylcholinesterase,Rattus norvegicus; Homo sapiens
CHEMBL109018,10,5,Cc1c(C)c2ccc(OCc3cccc(Cl)c3)cc2oc1=O,IC50,IC50,5,2000,2018,5.47,8.67,3.2,CHEMBL2039; CHEMBL2993; CHEMBL3358; CHEMBL1951; CHEMBL220,Amine oxidase [flavin-containing] B; Amine oxidase [flavin-containing] A; Acetylcholinesterase,Homo sapiens; Rattus norvegicus
CHEMBL1475,9,5,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,AC50; Ki; IC50,AC50,1,2023,2023,5.17,6.14,0.97,CHEMBL1951; CHEMBL251; CHEMBL3356; CHEMBL225; CHEMBL340,Amine oxidase [flavin-containing] A; Adenosine receptor A2a; Cytochrome P450 1A2; 5-hydroxytryptamine receptor 2C; Cytochrome P450 3A4,Homo sapiens
CHEMBL374632,9,5,CCN(CC)c1ccc2cc(-c3nc4ccccc4[nH]3)c(=O)oc2c1,IC50,IC50,1,2008,2008,4.85,6.92,2.07,CHEMBL5567; CHEMBL1293260; CHEMBL5469; CHEMBL1293246; CHEMBL1293244,Luciferin 4-monooxygenase; Beta-lactamase; Protein-tyrosine kinase 2-beta; Beta Lactamase,Photinus pyralis; Salmonella choleraesuis (strain SC-B67); Homo sapiens; Pseudomonas aeruginosa
CHEMBL440526,9,5,CCCCCCCNC(=O)Oc1cccc(CN(C)CCCOc2ccc3ccc(=O)oc3c2)c1,IC50,IC50,3,1998,2016,6.21,8.87,2.66,CHEMBL1914; CHEMBL3199; CHEMBL3229; CHEMBL220; CHEMBL3403,Cholinesterase; Acetylcholinesterase; Fatty-acid amide hydrolase 1; Butyrylcholinesterase,Homo sapiens; Rattus norvegicus
CHEMBL4099822,8,5,CCCc1c(C)c2cc3c(C)c(C)oc3cc2oc1=O,Ki; IC50,IC50,2,2017,2021,6.4,7.72,1.32,CHEMBL1935; CHEMBL3577; CHEMBL3112384; CHEMBL4881; CHEMBL3579,"Aldehyde dehydrogenase, mitochondrial; Aldehyde dehydrogenase 1A1; Retinal dehydrogenase 2; Aldehyde dehydrogenase X, mitochondrial; Retinaldehyde dehydrogenase 3",Homo sapiens
CHEMBL4456665,8,5,Cc1c(C)c2ccc(OCC3CCCN(Cc4ccccc4)C3)cc2oc1=O.Cl,IC50; Ki,IC50,2,2016,2022,5.47,7.52,2.05,CHEMBL2039; CHEMBL4078; CHEMBL220; CHEMBL1951; CHEMBL5763,Amine oxidase [flavin-containing] B; Acetylcholinesterase; Amine oxidase [flavin-containing] A; Cholinesterase,Homo sapiens; Electrophorus electricus; Equus caballus
CHEMBL1335126,7,5,Cc1oc2cc3oc(=O)c(CCC(=O)N4CCCCC4)c(C)c3cc2c1C,IC50; Ki,IC50,1,2017,2017,4.85,6.89,2.04,CHEMBL3577; CHEMBL1935; CHEMBL3112384; CHEMBL4881; CHEMBL3579,"Aldehyde dehydrogenase 1A1; Aldehyde dehydrogenase, mitochondrial; Retinal dehydrogenase 2; Aldehyde dehydrogenase X, mitochondrial; Retinaldehyde dehydrogenase 3",Homo sapiens
CHEMBL244948,7,5,O=c1ccc2ccc(O)c(O)c2o1,Ki; IC50; AC50,IC50,4,2007,2021,4.8,5.76,0.96,CHEMBL4361; CHEMBL203; CHEMBL6100; CHEMBL340; CHEMBL3356,Induced myeloid leukemia cell differentiation protein Mcl-1; Epidermal growth factor receptor; Autoinducer 2-binding periplasmic protein LuxP; Cytochrome P450 3A4; Cytochrome P450 1A2,Homo sapiens; Vibrio harveyi
CHEMBL4064364,7,5,CCCc1c(C)c2cc3c(C)coc3cc2oc1=O,IC50,IC50,2,2017,2021,5.96,6.47,0.51,CHEMBL3577; CHEMBL1935; CHEMBL3112384; CHEMBL4881; CHEMBL3579,"Aldehyde dehydrogenase 1A1; Aldehyde dehydrogenase, mitochondrial; Retinal dehydrogenase 2; Aldehyde dehydrogenase X, mitochondrial; Retinaldehyde dehydrogenase 3",Homo sapiens
CHEMBL452751,7,5,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12,IC50; Ki,IC50,2,2014,2018,4.38,6.66,2.28,CHEMBL4878; CHEMBL3356; CHEMBL2231; CHEMBL4302; CHEMBL1741212,Cytochrome P450 1B1; Cytochrome P450 1A2; Cytochrome P450 1A1; ATP-dependent translocase ABCB1; Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,Homo sapiens; Plasmodium berghei
CHEMBL122485,6,5,CN1CCc2ccc3c(=O)oc4cccc5c4c3c2[C@H]1C5,Ki,Ki,2,2001,2007,5.7,6.57,0.87,CHEMBL339; CHEMBL3223; CHEMBL217; CHEMBL273; CHEMBL313,D(2) dopamine receptor; 5-hydroxytryptamine receptor 7; 5-hydroxytryptamine receptor 1A; Sodium-dependent serotonin transporter,Rattus norvegicus; Homo sapiens
CHEMBL124419,6,5,CN1CCc2ccc3oc(=O)c4cccc5c4c3c2[C@H]1C5,Ki,Ki,2,2001,2007,5.69,6.58,0.89,CHEMBL217; CHEMBL313; CHEMBL339; CHEMBL273; CHEMBL3223,D(2) dopamine receptor; Sodium-dependent serotonin transporter; 5-hydroxytryptamine receptor 1A; 5-hydroxytryptamine receptor 7,Homo sapiens; Rattus norvegicus
CHEMBL4519227,6,5,COc1ccc2cc(CO[C@H]3[C@@H](O)[C@@H](CO)O[C@@H](S[C@@H]4O[C@H](CO)[C@H](O)[C@H](OCc5cc6ccc(OC)cc6oc5=O)[C@H]4O)[C@@H]3O)c(=O)oc2c1,Kd,Kd,1,2016,2016,4.08,6.72,2.64,CHEMBL4531; CHEMBL5474; CHEMBL4915; CHEMBL4523143; CHEMBL5475,Galectin-3; Galectin-9; Galectin-1; Galectin-7; Galectin-8,Homo sapiens; Mus musculus
CHEMBL53569,6,5,O=c1ccc2ccc3occc3c2o1,Ki; IC50,IC50,2,2010,2019,4.59,6.34,1.75,CHEMBL1951; CHEMBL3251; CHEMBL2039; CHEMBL3358; CHEMBL4078,Amine oxidase [flavin-containing] A; Nuclear factor NF-kappa-B p105 subunit; Amine oxidase [flavin-containing] B; Acetylcholinesterase,Homo sapiens; Rattus norvegicus; Electrophorus electricus
CHEMBL1098016,5,5,COc1ccc2ccc(=O)oc2c1C(C=O)=C(C)C,Ki,Ki,1,2013,2013,5.04,5.13,0.09,CHEMBL3242; CHEMBL3594; CHEMBL2326; CHEMBL3912; CHEMBL261,Carbonic anhydrase 12; Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 13; Carbonic anhydrase 1,Homo sapiens
CHEMBL12253,5,5,O=C(O)Cc1cc(=O)oc2cc(O)ccc12,Kd; IC50,Kd,3,1986,2010,4.68,7.46,2.78,CHEMBL258; CHEMBL1841; CHEMBL2622; CHEMBL3663; CHEMBL1900,Tyrosine-protein kinase Lck; Tyrosine-protein kinase Fyn; Aldo-keto reductase family 1 member B1; Growth factor receptor-bound protein 2,Homo sapiens; Rattus norvegicus
CHEMBL1324640,5,5,O=c1oc2cc(Oc3c([N+](=O)[O-])cc(C(F)(F)F)cc3[N+](=O)[O-])ccc2c2c1CCCC2,EC50; AC50,AC50,0,,,4.85,5.81,0.96,CHEMBL1741171; CHEMBL3622; CHEMBL3356; CHEMBL289; CHEMBL340,Protein RecA; Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 2D6; Cytochrome P450 3A4,Mycobacterium tuberculosis; Homo sapiens
CHEMBL1331120,5,5,O=c1oc2ccccc2cc1-c1csc(NN=C2CCCCC2)n1,AC50,AC50,0,,,5.4,6.05,0.65,CHEMBL3356; CHEMBL3622; CHEMBL289; CHEMBL3397; CHEMBL340,Cytochrome P450 1A2; Cytochrome P450 2C19; Cytochrome P450 2D6; Cytochrome P450 2C9; Cytochrome P450 3A4,Homo sapiens
CHEMBL1349972,5,5,Cc1oc2cc3oc(=O)c4c(c3cc2c1C)CCC4,IC50,IC50,1,2017,2017,6.77,7.17,0.4,CHEMBL1935; CHEMBL3112384; CHEMBL4881; CHEMBL3579; CHEMBL3577,"Aldehyde dehydrogenase, mitochondrial; Retinal dehydrogenase 2; Aldehyde dehydrogenase X, mitochondrial; Retinaldehyde dehydrogenase 3; Aldehyde dehydrogenase 1A1",Homo sapiens
CHEMBL1372308,5,5,Cc1c(O)ccc2c(-c3ccccc3)cc(=O)oc12,Ki; EC50; IC50,Ki,1,2018,2018,5.18,7.4,2.22,CHEMBL3594; CHEMBL3242; CHEMBL1293266; CHEMBL1825; CHEMBL1293222,Carbonic anhydrase 9; Carbonic anhydrase 12; Nucleotide-binding oligomerization domain-containing protein 2; Tumor necrosis factor; Nucleotide-binding oligomerization domain-containing protein 1,Homo sapiens
CHEMBL1376200,5,5,O=c1oc2ccccc2c2oc3cc(O)c(O)cc3c12,IC50; AC50,AC50,0,,,4.22,5.45,1.23,CHEMBL5573; CHEMBL3308; CHEMBL4361; CHEMBL2334; CHEMBL3468,Intestinal-type alkaline phosphatase; Caspase-6; Induced myeloid leukemia cell differentiation protein Mcl-1; Caspase-3; Caspase-7,Homo sapiens
CHEMBL1408908,5,5,Cc1cc(OCc2ccc([N+](=O)[O-])cc2)c2c3c(c(=O)oc2c1)CCCC3,AC50,AC50,0,,,5.5,6.85,1.35,CHEMBL3397; CHEMBL3622; CHEMBL3356; CHEMBL340; CHEMBL289,Cytochrome P450 2C9; Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 3A4; Cytochrome P450 2D6,Homo sapiens
CHEMBL1415985,5,5,O=C(CN1C(=O)NC2(CCCCC2)C1=O)Oc1ccc2c(C(F)(F)F)cc(=O)oc2c1,IC50,IC50,0,,,4.18,5.46,1.28,CHEMBL1293246; CHEMBL1293302; CHEMBL5804; CHEMBL1293286; CHEMBL1293282,Beta Lactamase; Female germline-specific tumor suppressor gld-1; Toll-like receptor 9; Polyadenylate-binding protein 1; Protein Rev,Pseudomonas aeruginosa; Caenorhabditis elegans; Homo sapiens; Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1)
CHEMBL1422657,5,5,COc1ccc(C(CC(=O)N2CCCCC2)c2c(OC)cc(OC)c3c(-c4ccccc4)cc(=O)oc23)cc1,IC50,IC50,0,,,4.48,5.33,0.85,CHEMBL1795098; CHEMBL1293274; CHEMBL1741179; CHEMBL1741217; CHEMBL1293286,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1; Eukaryotic translation initiation factor 4H; DNA dC->dU-editing enzyme APOBEC-3A; DNA dC->dU-editing enzyme APOBEC-3G; Polyadenylate-binding protein 1,Homo sapiens
CHEMBL1423810,5,5,CCN(CC)c1ccc2c(Cl)cc(=O)oc2c1,AC50,AC50,0,,,4.5,6.05,1.55,CHEMBL3356; CHEMBL3622; CHEMBL289; CHEMBL340; CHEMBL3397,Cytochrome P450 1A2; Cytochrome P450 2C19; Cytochrome P450 2D6; Cytochrome P450 3A4; Cytochrome P450 2C9,Homo sapiens
CHEMBL1440032,5,5,O=C(CN1CCN(Cc2ccccc2)CC1)N1CCCc2c1c(=O)oc1ccc(O)cc21,AC50,AC50,0,,,4.7,5.45,0.75,CHEMBL3622; CHEMBL340; CHEMBL3356; CHEMBL289; CHEMBL3397,Cytochrome P450 2C19; Cytochrome P450 3A4; Cytochrome P450 1A2; Cytochrome P450 2D6; Cytochrome P450 2C9,Homo sapiens
CHEMBL1448291,5,5,COc1cc(NC(=O)c2cc(Cl)ccc2Cl)ccc1-c1cc2ccccc2oc1=O,AC50,AC50,0,,,4.6,6.1,1.5,CHEMBL3622; CHEMBL340; CHEMBL3397; CHEMBL3356; CHEMBL289,Cytochrome P450 2C19; Cytochrome P450 3A4; Cytochrome P450 2C9; Cytochrome P450 1A2; Cytochrome P450 2D6,Homo sapiens
CHEMBL1453817,5,5,COc1ccc(-c2cc(=O)oc3cc4occ(C)c4cc23)cc1,AC50,AC50,0,,,4.95,7.1,2.15,CHEMBL289; CHEMBL3622; CHEMBL3356; CHEMBL3397; CHEMBL340,Cytochrome P450 2D6; Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 2C9; Cytochrome P450 3A4,Homo sapiens
CHEMBL1484595,5,5,O=Cc1cn(-c2ccccc2)nc1-c1cc2cc(O)ccc2oc1=O,IC50,IC50,0,,,4.45,5.71,1.26,CHEMBL3864; CHEMBL2635; CHEMBL2007629; CHEMBL2007628; CHEMBL4471,Tyrosine-protein phosphatase non-receptor type 11; Dual specificity protein phosphatase 3; 26S proteasome non-ATPase regulatory subunit 14; Tyrosine-protein phosphatase non-receptor type 5; Prothrombin,Homo sapiens; Bos taurus
CHEMBL149463,5,5,CC(=O)c1cc2ccccc2oc1=O,Ki; AC50; IC50,Ki,3,2011,2023,4.84,8.11,3.27,CHEMBL3242; CHEMBL3594; CHEMBL3356; CHEMBL5957; CHEMBL2039,Carbonic anhydrase 12; Carbonic anhydrase 9; Cytochrome P450 1A2; 5'-nucleotidase; Amine oxidase [flavin-containing] B,Homo sapiens
CHEMBL1499658,5,5,COc1cccc(-n2c(SCc3cc(=O)oc4cc(O)c(O)cc34)nc3ccccc3c2=O)c1,IC50; EC50,IC50,0,,,4.68,5.64,0.96,CHEMBL1293269; CHEMBL4361; CHEMBL1293251; CHEMBL2758; CHEMBL1075145,NS3; Induced myeloid leukemia cell differentiation protein Mcl-1; ATP-dependent molecular chaperone HSP82; Mannose-6-phosphate isomerase; Transitional endoplasmic reticulum ATPase,Hepatitis C virus; Homo sapiens; Candida albicans (strain WO-1) (Yeast)
CHEMBL1501269,5,5,Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12,IC50,IC50,0,,,4.34,5.28,0.94,CHEMBL242; CHEMBL206; CHEMBL4117; CHEMBL1293286; CHEMBL1293296,Estrogen receptor beta; Estrogen receptor; Aminopeptidase N; Polyadenylate-binding protein 1; 14-3-3 protein gamma,Homo sapiens; Plasmodium falciparum FcB1/Columbia
CHEMBL1505071,5,5,O=C(Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl)C1CCCCC1,AC50; EC50,AC50,0,,,4.6,6.3,1.7,CHEMBL3356; CHEMBL1293251; CHEMBL3397; CHEMBL3622; CHEMBL340,Cytochrome P450 1A2; ATP-dependent molecular chaperone HSP82; Cytochrome P450 2C9; Cytochrome P450 2C19; Cytochrome P450 3A4,Homo sapiens; Candida albicans (strain WO-1) (Yeast)
CHEMBL1560276,5,5,CC(C)CN(Cc1c(O)ccc2c3c(c(=O)oc12)CCC3)CC(C)C,AC50,AC50,0,,,4.55,6.65,2.1,CHEMBL289; CHEMBL3356; CHEMBL340; CHEMBL3622; CHEMBL3397,Cytochrome P450 2D6; Cytochrome P450 1A2; Cytochrome P450 3A4; Cytochrome P450 2C19; Cytochrome P450 2C9,Homo sapiens
CHEMBL164660,5,5,O=c1ccc2cc3ccoc3cc2o1,Ki; IC50,IC50,5,2005,2019,4.53,6.22,1.69,CHEMBL5282; CHEMBL3251; CHEMBL220; CHEMBL1951; CHEMBL4078,Cytochrome P450 2A6; Nuclear factor NF-kappa-B p105 subunit; Acetylcholinesterase; Amine oxidase [flavin-containing] A,Homo sapiens; Electrophorus electricus
CHEMBL1733383,5,5,Cc1c(CC(=O)O)c(=O)oc2c(C)c(OCc3ccccc3Br)ccc12,IC50,IC50,1,2019,2019,4.87,5.41,0.54,CHEMBL1795098; CHEMBL2635; CHEMBL3864; CHEMBL4523503; CHEMBL2007628,Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1; Dual specificity protein phosphatase 3; Tyrosine-protein phosphatase non-receptor type 11; Chloride anion exchanger; Tyrosine-protein phosphatase non-receptor type 5,Homo sapiens; Mus musculus
CHEMBL2003049,5,5,C/C(=C\COc1ccc2ccc(=O)oc2c1)CCC(=O)C(C)(C)O,Ki,Ki,1,2013,2013,5.11,6.16,1.05,CHEMBL3242; CHEMBL2326; CHEMBL3594; CHEMBL3912; CHEMBL261,Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 9; Carbonic anhydrase 13; Carbonic anhydrase 1,Homo sapiens
CHEMBL225024,5,5,COc1cc2ccc(=O)oc2cc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Ki,Ki,1,2013,2013,5.04,6.11,1.07,CHEMBL3242; CHEMBL261; CHEMBL3912; CHEMBL3594; CHEMBL2326,Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 13; Carbonic anhydrase 9; Carbonic anhydrase 7,Homo sapiens
CHEMBL2331585,5,5,COc1c(O)ccc2ccc(=O)oc12,Ki,Ki,1,2013,2013,4.44,6.07,1.63,CHEMBL3594; CHEMBL2326; CHEMBL3912; CHEMBL3242; CHEMBL261,Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 13; Carbonic anhydrase 12; Carbonic anhydrase 1,Homo sapiens
CHEMBL2334004,5,5,C=C(C)/C=C/c1c(OC)c2c(c3ccc(=O)oc13)OC(C)(C)C=C2,Ki,Ki,1,2013,2013,4.35,6.21,1.86,CHEMBL3594; CHEMBL2326; CHEMBL3242; CHEMBL261; CHEMBL3912,Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 13,Homo sapiens
CHEMBL2334350,5,5,COc1c2c(c(OC)c3oc(=O)ccc13)OC(C)(C)C=C2,Ki,Ki,1,2013,2013,4.31,6.07,1.76,CHEMBL3594; CHEMBL3242; CHEMBL261; CHEMBL2326; CHEMBL205,Carbonic anhydrase 9; Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 7; Carbonic anhydrase 2,Homo sapiens
CHEMBL2334351,5,5,COc1cc2ccc(=O)oc2c(O)c1OC,Ki,Ki,1,2013,2013,4.02,6.07,2.05,CHEMBL3594; CHEMBL2326; CHEMBL3242; CHEMBL261; CHEMBL3912,Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 13,Homo sapiens
CHEMBL2334354,5,5,COc1cc2c(=O)oc3c(OC)c(OC)cc4c(=O)oc(c1O)c2c34,Ki,Ki,1,2013,2013,4.36,5.22,0.86,CHEMBL3912; CHEMBL3242; CHEMBL2326; CHEMBL3594; CHEMBL261,Carbonic anhydrase 13; Carbonic anhydrase 12; Carbonic anhydrase 7; Carbonic anhydrase 9; Carbonic anhydrase 1,Homo sapiens
CHEMBL2334355,5,5,COc1ccc(-c2c3n(c4c(=O)oc5cc(O)c(OC)cc5c24)CCc2c-3cc(OC)c(OC)c2O)cc1O,Ki,Ki,1,2013,2013,4.84,5.49,0.65,CHEMBL3594; CHEMBL3912; CHEMBL261; CHEMBL3242; CHEMBL2326,Carbonic anhydrase 9; Carbonic anhydrase 13; Carbonic anhydrase 1; Carbonic anhydrase 12; Carbonic anhydrase 7,Homo sapiens
CHEMBL2334356,5,5,COc1cc(-c2c3c4cc(OC)c(O)cc4oc(=O)c3n3ccc4c(OC)c(OC)c(OC)cc4c23)ccc1O,Ki,Ki,1,2013,2013,4.23,5.43,1.2,CHEMBL3912; CHEMBL3594; CHEMBL3242; CHEMBL261; CHEMBL2326,Carbonic anhydrase 13; Carbonic anhydrase 9; Carbonic anhydrase 12; Carbonic anhydrase 1; Carbonic anhydrase 7,Homo sapiens
CHEMBL2334357,5,5,COc1ccc(-c2c3n(c4c(=O)oc5cc(OC)c(O)cc5c24)CCc2cc(OS(=O)(=O)[O-])c(OC)cc2-3)cc1O.[Na+],Ki,Ki,1,2013,2013,4.11,5.75,1.64,CHEMBL3242; CHEMBL3594; CHEMBL3912; CHEMBL261; CHEMBL2326,Carbonic anhydrase 12; Carbonic anhydrase 9; Carbonic anhydrase 13; Carbonic anhydrase 1; Carbonic anhydrase 7,Homo sapiens
CHEMBL253551,5,5,COc1cc2ccc(=O)oc2c(OC)c1OC,Ki,Ki,1,2013,2013,4.74,8.01,3.27,CHEMBL261; CHEMBL3912; CHEMBL3594; CHEMBL2326; CHEMBL3242,Carbonic anhydrase 1; Carbonic anhydrase 13; Carbonic anhydrase 9; Carbonic anhydrase 7; Carbonic anhydrase 12,Homo sapiens
