molecule_chembl_id,target_chembl_id,record_count,canonical_smiles,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL178969,CHEMBL3142,1,O=c1cc(N2CCOCC2)c2c(ccc3ccccc32)o1,DNA-dependent protein kinase catalytic subunit,Homo sapiens,Q9UME3,IC50,IC50,1,2005,2005,5.72,5.72,0.0
CHEMBL179343,CHEMBL3072,1,Cc1cc(=O)oc2cc(NC(=O)[C@@](C)(O)CBr)ccc12,Androgen receptor,Rattus norvegicus,Q63049,Ki,Ki,1,2005,2005,6.56,6.56,0.0
CHEMBL179585,CHEMBL3072,1,C[C@](O)(CSc1ccccc1)C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,Androgen receptor,Rattus norvegicus,Q63049,Ki,Ki,1,2005,2005,6.88,6.88,0.0
CHEMBL179591,CHEMBL3142,1,O=c1cc(N2CCOCC2)c2cc(Cl)ccc2o1,DNA-dependent protein kinase catalytic subunit,Homo sapiens,Q9UME3,IC50,IC50,1,2005,2005,5.49,5.49,0.0
CHEMBL1796134,CHEMBL3048,1,O=C(NC12CC3CC(CC(C3)C1)C2)c1cc2ccccc2oc1=O,Nitric oxide synthase 1,Rattus norvegicus,P29476,IC50,IC50,1,2011,2011,6.07,6.07,0.0
CHEMBL179640,CHEMBL3142,1,O=c1cc(N2CCSCC2)c2cc3ccccc3cc2o1,DNA-dependent protein kinase catalytic subunit,Homo sapiens,Q9UME3,IC50,IC50,1,2005,2005,5.29,5.29,0.0
CHEMBL179641,CHEMBL3142,1,O=c1cc(N2CCOCC2)c2ccc3ccccc3c2o1,DNA-dependent protein kinase catalytic subunit,Homo sapiens,Q9UME3,IC50,IC50,1,2005,2005,5.18,5.18,0.0
CHEMBL1796807,CHEMBL1951,1,O=C(c1ccccc1)c1cc2cc(Br)cc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.33,4.33,0.0
CHEMBL1796807,CHEMBL2039,1,O=C(c1ccccc1)c1cc2cc(Br)cc(O)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.13,4.13,0.0
CHEMBL1796808,CHEMBL1951,1,O=C(c1ccc(O)cc1)c1cc2cc(Br)cc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.72,4.72,0.0
CHEMBL179863,CHEMBL3072,1,C[C@](O)(CSc1ccc(N)cc1)C(=O)Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,Androgen receptor,Rattus norvegicus,Q63049,Ki,Ki,1,2005,2005,6.54,6.54,0.0
CHEMBL1800956,CHEMBL3616,1,CN(C)c1ccc2c(CC(=O)NCCNC(=O)[C@@]3(C)CC[C@]4(C)CC[C@]5(C)C(=CC(=O)[C@@H]6[C@@]7(C)CC[C@H](O)C(C)(C)[C@@H]7CC[C@]65C)[C@@H]4C3)cc(=O)oc2c1,Protein kinase C eta type,Homo sapiens,Q8NE03,Kd,Kd,1,2010,2010,6.19,6.19,0.0
CHEMBL18042,CHEMBL2993,1,Cc1c(C)c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2oc1=O,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,8.7,8.7,0.0
CHEMBL18153,CHEMBL2993,1,Cc1c(C)c2ccc(OCc3ccccn3)cc2oc1=O,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,8.05,8.05,0.0
CHEMBL18153,CHEMBL3358,1,Cc1c(C)c2ccc(OCc3ccccn3)cc2oc1=O,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,5.75,5.75,0.0
CHEMBL1819437,CHEMBL3242,1,O=c1cc(-c2ccccc2F)c2ccc(O)cc2o1,Carbonic anhydrase 12,Homo sapiens,Q9BWG2,Ki,Ki,1,2018,2018,8.1,8.1,0.0
CHEMBL1819437,CHEMBL3594,1,O=c1cc(-c2ccccc2F)c2ccc(O)cc2o1,Carbonic anhydrase 9,Homo sapiens,Q5T4R1,Ki,Ki,1,2018,2018,7.5,7.5,0.0
CHEMBL1822046,CHEMBL1865,1,CC(C)CCc1c(OCCCCCCC(=O)NO)ccc2ccc(=O)oc12,Histone deacetylase 6,Homo sapiens,Q9UBN7,IC50,IC50,1,2011,2011,7.82,7.82,0.0
CHEMBL1822046,CHEMBL3192,1,CC(C)CCc1c(OCCCCCCC(=O)NO)ccc2ccc(=O)oc12,Histone deacetylase 8,Homo sapiens,Q9NYH4,IC50,IC50,1,2011,2011,6.26,6.26,0.0
CHEMBL1822046,CHEMBL325,1,CC(C)CCc1c(OCCCCCCC(=O)NO)ccc2ccc(=O)oc12,Histone deacetylase 1,Homo sapiens,Q92534,IC50,IC50,1,2011,2011,7.49,7.49,0.0
CHEMBL182782,CHEMBL243,1,Nc1ccc2c(c1)c(=O)oc1ccc(CBr)cc12,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,Q72874,IC50,IC50,1,2005,2005,4.3,4.3,0.0
CHEMBL182831,CHEMBL243,1,Cc1ccc2oc(=O)c3cc([N+](=O)[O-])ccc3c2c1,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,Q72874,IC50,IC50,1,2005,2005,4.3,4.3,0.0
CHEMBL1830792,CHEMBL1951,1,CC(=O)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.41,4.41,0.0
CHEMBL1830792,CHEMBL2039,1,CC(=O)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.38,4.38,0.0
CHEMBL1830793,CHEMBL2039,1,CC(=O)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.19,4.19,0.0
CHEMBL1830795,CHEMBL2039,1,CC(=O)c1cc2cc(Cl)ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.75,4.75,0.0
CHEMBL1830796,CHEMBL1951,1,CC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.26,4.26,0.0
CHEMBL1830796,CHEMBL2039,1,CC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.85,6.85,0.0
CHEMBL1830797,CHEMBL2039,1,CC(=O)c1cc2cc(Br)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.7,6.7,0.0
CHEMBL1830799,CHEMBL1951,1,O=C(c1ccccc1)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.39,4.39,0.0
CHEMBL1830799,CHEMBL2039,1,O=C(c1ccccc1)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.57,4.57,0.0
CHEMBL1830800,CHEMBL1951,1,O=C(c1ccccc1)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.29,4.29,0.0
CHEMBL1830800,CHEMBL2039,1,O=C(c1ccccc1)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.75,4.75,0.0
CHEMBL1830801,CHEMBL2039,1,CCN(CC)c1ccc2cc(C(=O)c3ccccc3)c(=O)oc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.62,4.62,0.0
CHEMBL1830808,CHEMBL1951,1,CCOC(=O)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.39,4.39,0.0
CHEMBL1830808,CHEMBL2039,1,CCOC(=O)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.83,4.83,0.0
CHEMBL1830809,CHEMBL1951,1,CCOC(=O)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.31,4.31,0.0
CHEMBL1830809,CHEMBL2039,1,CCOC(=O)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.0,5.0,0.0
CHEMBL1830810,CHEMBL2039,1,CCOC(=O)c1cc2cc(OC)ccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.67,4.67,0.0
CHEMBL1830811,CHEMBL2039,1,CCOC(=O)c1cc2cc(Cl)cc(Br)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.76,4.76,0.0
CHEMBL1830814,CHEMBL2039,1,CCOC(=O)c1cc2ccc(OCc3ccccc3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.15,8.15,0.0
CHEMBL1830815,CHEMBL2039,1,CCOC(=O)c1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,7.21,7.21,0.0
CHEMBL1830816,CHEMBL2039,1,CCOC(=O)c1cc2ccc(OCc3ccc(C(C)(C)C)cc3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.43,5.43,0.0
CHEMBL1830817,CHEMBL2039,1,CCOC(=O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.02,8.02,0.0
CHEMBL1830818,CHEMBL1951,1,CCOC(=O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.33,4.33,0.0
CHEMBL1830818,CHEMBL2039,1,CCOC(=O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,7.67,7.67,0.0
CHEMBL1830819,CHEMBL1951,1,O=C(O)c1cc2cccc(O)c2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.22,4.22,0.0
CHEMBL1830820,CHEMBL1951,1,O=C(O)c1cc2cc(O)ccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.4,4.4,0.0
CHEMBL1830821,CHEMBL2073663,1,COc1ccc2cc(C(=O)O)c(=O)oc2c1,Monocarboxylate transporter 4,Homo sapiens,Q2M1P8,IC50,IC50,1,2013,2013,5.64,5.64,0.0
CHEMBL1830824,CHEMBL2039,1,O=C(O)c1cc2cc(I)cc(I)c2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.75,4.75,0.0
CHEMBL1830825,CHEMBL2039,1,O=C(O)c1cc2ccc(OCc3cccc(Cl)c3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.75,5.75,0.0
CHEMBL1830827,CHEMBL2039,1,O=C(O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.39,6.39,0.0
CHEMBL1830828,CHEMBL2039,1,O=C(O)c1cc2ccc(OC3CCCCCC3)cc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.06,5.06,0.0
CHEMBL1830829,CHEMBL2039,1,NNC(=O)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.49,8.49,0.0
CHEMBL1830830,CHEMBL1951,1,O=C(NNc1ccccc1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.38,4.38,0.0
CHEMBL1830830,CHEMBL2039,1,O=C(NNc1ccccc1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.34,5.34,0.0
CHEMBL1830831,CHEMBL1951,1,O=C(NNc1ccccc1[N+](=O)[O-])c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.4,4.4,0.0
CHEMBL1830832,CHEMBL1951,1,Cc1ccc(NNC(=O)c2cc3ccccc3oc2=O)cc1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.23,4.23,0.0
CHEMBL1830833,CHEMBL1951,1,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.32,4.32,0.0
CHEMBL1830833,CHEMBL2039,1,O=C(NNc1ccc(Cl)cc1)c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.92,5.92,0.0
CHEMBL1830834,CHEMBL1951,1,O=C(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.22,4.22,0.0
CHEMBL1830834,CHEMBL2039,1,O=C(NNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc2ccccc2oc1=O,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.25,4.25,0.0
CHEMBL18317,CHEMBL2993,1,Cc1c(C)c2ccc(OCc3csc(C(C)C)n3)cc2oc1=O,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,8.85,8.85,0.0
CHEMBL18317,CHEMBL3358,1,Cc1c(C)c2ccc(OCc3csc(C(C)C)n3)cc2oc1=O,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,5.0,5.0,0.0
CHEMBL18327,CHEMBL2993,1,Cc1c(C)c2ccc(OCc3nc(C(C)C)no3)cc2oc1=O,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,8.89,8.89,0.0
CHEMBL1835223,CHEMBL2039,1,COc1ccc2oc(=O)c(-c3cccc(C)c3)cc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,7.77,7.77,0.0
CHEMBL1835224,CHEMBL2039,1,COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.82,8.82,0.0
CHEMBL1835225,CHEMBL1951,1,Cc1ccc(-c2cc3cc(O)ccc3oc2=O)cc1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.6,4.6,0.0
CHEMBL1835225,CHEMBL2039,1,Cc1ccc(-c2cc3cc(O)ccc3oc2=O)cc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,7.17,7.17,0.0
CHEMBL1835226,CHEMBL2039,1,CC(=O)COc1ccc2oc(=O)c(-c3ccc(C)cc3)cc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,5.26,5.26,0.0
CHEMBL1835227,CHEMBL2039,1,Cc1ccc(-c2cc3cc(OC4CCCC4)ccc3oc2=O)cc1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.84,4.84,0.0
CHEMBL1835228,CHEMBL256,1,Cc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1,Adenosine receptor A3,Homo sapiens,Q9BYZ1,Ki,Ki,1,2022,2022,5.57,5.57,0.0
CHEMBL1835229,CHEMBL2039,1,Cc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,7.82,7.82,0.0
CHEMBL1835230,CHEMBL1951,1,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.6,4.6,0.0
CHEMBL1835230,CHEMBL2039,1,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1OC,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.56,8.56,0.0
CHEMBL1835231,CHEMBL2039,1,COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1Br,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,9.13,9.13,0.0
CHEMBL1835232,CHEMBL2039,1,COc1cc(-c2cc3cc(C)ccc3oc2=O)ccc1Br,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,8.49,8.49,0.0
CHEMBL1835233,CHEMBL2039,1,COc1cc(OC)c(Br)c(-c2cc3cc(C)ccc3oc2=O)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,4.27,4.27,0.0
CHEMBL1835326,CHEMBL1951,1,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.46,4.46,0.0
CHEMBL1835326,CHEMBL2039,1,Cc1ccc2oc(=O)c(-c3cccc(O)c3)cc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.19,6.19,0.0
CHEMBL1835327,CHEMBL1951,1,Cc1ccc2oc(=O)c(-c3ccccc3O)cc2c1,Amine oxidase [flavin-containing] A,Homo sapiens,Q16426,IC50,IC50,1,2011,2011,4.67,4.67,0.0
CHEMBL1835327,CHEMBL2039,1,Cc1ccc2oc(=O)c(-c3ccccc3O)cc2c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.92,6.92,0.0
CHEMBL1835328,CHEMBL2039,1,CC(=O)COc1cccc(-c2cc3cc(C)ccc3oc2=O)c1,Amine oxidase [flavin-containing] B,Homo sapiens,Q7Z6S2,IC50,IC50,1,2011,2011,6.75,6.75,0.0
CHEMBL1835806,CHEMBL208,1,CCOC(=O)c1cc2cc(-c3ccccc3)c(N(CC)CC)cc2oc1=O,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.39,5.39,0.0
CHEMBL1835808,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(C#N)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.3,6.3,0.0
CHEMBL1835809,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc([N+](=O)[O-])cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.07,6.07,0.0
CHEMBL1835810,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(N)c([N+](=O)[O-])c1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.29,6.29,0.0
CHEMBL1835811,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(NC(C)=O)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.33,6.33,0.0
CHEMBL1835812,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(N(C)C)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.41,6.41,0.0
CHEMBL1835813,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(C(C)=O)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.4,6.4,0.0
CHEMBL1835814,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(Cl)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.11,6.11,0.0
CHEMBL1835815,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1ccc(F)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.2,6.2,0.0
CHEMBL1835816,CHEMBL208,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1cccc(C#N)c1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.42,6.42,0.0
CHEMBL1835817,CHEMBL208,1,CN(C)c1cc2oc(=O)ccc2cc1-c1ccccc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.44,6.44,0.0
CHEMBL1835818,CHEMBL208,1,CN(C)c1cc2oc(=O)ccc2cc1-c1ccc(C#N)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.6,6.6,0.0
CHEMBL1835819,CHEMBL208,1,CN(C)c1cc2oc(=O)ccc2cc1-c1ccc(F)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.33,6.33,0.0
CHEMBL1835820,CHEMBL208,1,CN(C)c1cc2oc(=O)ccc2cc1-c1cccc(C#N)c1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.58,6.58,0.0
CHEMBL1835821,CHEMBL208,1,COc1cc2oc(=O)ccc2cc1-c1ccccc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.06,6.06,0.0
CHEMBL1835822,CHEMBL208,1,O=c1ccc2cc(-c3ccccc3)c(O)cc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.89,5.89,0.0
CHEMBL1835823,CHEMBL208,1,COc1cc2oc(=O)ccc2cc1-c1ccc(N(C)C)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.48,5.48,0.0
CHEMBL1835824,CHEMBL208,1,CN(C)c1ccc(-c2cc3ccc(=O)oc3cc2O)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.59,5.59,0.0
CHEMBL1835825,CHEMBL208,1,N#Cc1ccc(-c2ccc3oc(=O)ccc3c2)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.54,6.54,0.0
CHEMBL1835826,CHEMBL208,1,CN(C)c1ccc(-c2ccc3oc(=O)ccc3c2)cc1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.51,6.51,0.0
CHEMBL1835827,CHEMBL208,1,O=c1ccc2cc(-c3ccc(F)cc3)ccc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.68,6.68,0.0
CHEMBL1835828,CHEMBL208,1,N#Cc1cccc(-c2ccc3oc(=O)ccc3c2)c1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.96,5.96,0.0
CHEMBL1835829,CHEMBL208,1,O=c1ccc2cc(-c3cc(F)cc(F)c3)ccc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.25,6.25,0.0
CHEMBL1835830,CHEMBL208,1,O=c1ccc2cc(-c3cccc(C(F)(F)F)c3)ccc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,6.72,6.72,0.0
CHEMBL1835831,CHEMBL208,1,O=c1ccc2cc(-c3cccc(-c4cccnc4)c3)ccc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,4.55,4.55,0.0
CHEMBL1835832,CHEMBL1871,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1cccs1,Androgen receptor,Homo sapiens,P10275,IC50,IC50,1,2011,2011,5.01,5.01,0.0
CHEMBL1835832,CHEMBL2034,1,CCN(CC)c1cc2oc(=O)ccc2cc1-c1cccs1,Glucocorticoid receptor,Homo sapiens,Q6N0A4,IC50,IC50,1,2011,2011,5.3,5.3,0.0
CHEMBL1835835,CHEMBL208,1,O=c1ccc2cc(-c3ccco3)ccc2o1,Progesterone receptor,Homo sapiens,Q9UPF7,IC50,IC50,1,2011,2011,5.89,5.89,0.0
CHEMBL18425,CHEMBL2993,1,Cc1c(C)c2ccc(OC(C)c3ccc(C(C)C)cc3)cc2oc1=O,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,5.0,5.0,0.0
CHEMBL18492,CHEMBL3358,1,Cc1c(C)c2ccc(OS(C)(=O)=O)cc2oc1=O,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,6.96,6.96,0.0
CHEMBL18503,CHEMBL2993,1,CCCCCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,5.66,5.66,0.0
CHEMBL18503,CHEMBL3358,1,CCCCCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,7.8,7.8,0.0
CHEMBL18504,CHEMBL2993,1,CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,Amine oxidase [flavin-containing] B,Rattus norvegicus,Q5EBB5,IC50,IC50,1,1994,1994,5.3,5.3,0.0
CHEMBL18504,CHEMBL3358,1,CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,8.1,8.1,0.0
CHEMBL1866835,CHEMBL1287620,1,Cc1cc(OC(C)C(=O)NCCCN2CCOCC2)c2c(C)cc(=O)oc2c1,Fructose-bisphosphate aldolase,Mycobacterium tuberculosis,P9WQA3,IC50,IC50,0,,,5.88,5.88,0.0
CHEMBL18669,CHEMBL3358,1,CCCCCCCCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1,Amine oxidase [flavin-containing] A,Rattus norvegicus,Q63817,IC50,IC50,1,1994,1994,7.47,7.47,0.0
