target_chembl_id,record_count,unique_compounds,target_name,target_organism,uniprot_accession,endpoint_types,dominant_endpoint,endpoint_homogeneity,doi_count,year_min,year_max,pchembl_min,pchembl_max,pchembl_range
CHEMBL2292,13,9,Dual specificity tyrosine-phosphorylation-regulated kinase 1A,Homo sapiens,Q9UNM5,IC50; Ki,IC50,0.9231,5,2013,2022,4.82,9.52,4.7
CHEMBL2073663,11,9,Monocarboxylate transporter 4,Homo sapiens,Q2M1P8,IC50,IC50,1.0,1,2013,2013,5.1,8.0,2.9
CHEMBL325,10,9,Histone deacetylase 1,Homo sapiens,Q92534,IC50,IC50,1.0,5,2011,2023,4.23,9.52,5.29
CHEMBL1163125,9,9,Bromodomain-containing protein 4,Homo sapiens,O60885,IC50,IC50,1.0,4,2017,2024,5.09,7.0,1.91
CHEMBL1293286,9,9,Polyadenylate-binding protein 1,Homo sapiens,Q93004,IC50,IC50,1.0,0,,,4.22,4.99,0.77
CHEMBL333,9,9,72 kDa type IV collagenase,Homo sapiens,Q9UCJ8,IC50; Ki,IC50,0.8889,3,1999,2012,4.17,7.0,2.83
CHEMBL4295618,9,9,Enoyl-(Acyl-carrier-protein) reductase II,Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R),Q8E1K8,IC50,IC50,1.0,1,2018,2018,5.12,5.95,0.83
CHEMBL4915,9,9,Galectin-1,Homo sapiens,Q9UDK5,Kd; IC50,Kd,0.8889,4,2016,2023,4.0,6.5,2.5
CHEMBL2073709,13,8,Monocarboxylate transporter 1,Rattus norvegicus,P53987,IC50,IC50,1.0,1,2016,2016,6.04,7.32,1.28
CHEMBL1741179,10,8,DNA dC->dU-editing enzyme APOBEC-3A,Homo sapiens,Q9UH18,IC50,IC50,1.0,0,,,4.3,5.61,1.31
CHEMBL267,9,8,Proto-oncogene tyrosine-protein kinase Src,Homo sapiens,P12931,IC50,IC50,1.0,6,1994,2015,4.05,7.05,3.0
CHEMBL3253,9,8,Albumin,Homo sapiens,P02768,Kd; Ki,Kd,0.7778,3,2019,2024,4.5,7.52,3.02
CHEMBL4881,9,8,"Aldehyde dehydrogenase X, mitochondrial",Homo sapiens,Q9BV45,IC50,IC50,1.0,2,2017,2021,4.89,7.07,2.18
CHEMBL1293311,8,8,Envelope glycoprotein gp160,Human immunodeficiency virus 1,Q6QLK5,IC50,IC50,1.0,0,,,4.38,4.94,0.56
CHEMBL3112384,8,8,Retinal dehydrogenase 2,Homo sapiens,Q9UFY0,IC50,IC50,1.0,1,2017,2017,4.96,7.19,2.23
CHEMBL319,8,8,Alpha-1A adrenergic receptor,Rattus norvegicus,P43140,Kd,Kd,1.0,1,2003,2003,6.45,9.07,2.62
CHEMBL3564,8,8,"DNA polymerase I, thermostable",Thermus aquaticus,P19821,IC50,IC50,1.0,2,2010,2014,4.23,5.4,1.17
CHEMBL3579,8,8,Retinaldehyde dehydrogenase 3,Homo sapiens,Q6NT64,AC50; IC50,IC50,0.75,1,2017,2017,4.46,6.77,2.31
CHEMBL6174,8,8,Cytochrome c oxidase subunit 2,Homo sapiens,Q37526,IC50,IC50,1.0,1,2022,2022,5.07,5.07,0.0
CHEMBL1250379,25,7,ELAV-like protein 1,Homo sapiens,Q9BTT1,Ki; IC50,IC50,0.52,1,2017,2017,4.38,6.46,2.08
CHEMBL229,11,7,Alpha-1A adrenergic receptor,Homo sapiens,Q9UD67,Ki; IC50; Kd; AC50,Ki,0.4545,4,2013,2023,5.0,9.52,4.52
CHEMBL1945,10,7,Melatonin receptor type 1A,Homo sapiens,P48039,EC50; Ki,Ki,0.8,3,2015,2022,5.28,9.35,4.07
CHEMBL1741171,8,7,Protein RecA,Mycobacterium tuberculosis,P9WHJ3,EC50; AC50,EC50,0.875,0,,,4.92,5.81,0.89
CHEMBL1741217,8,7,DNA dC->dU-editing enzyme APOBEC-3G,Homo sapiens,Q9HC16,IC50,IC50,1.0,0,,,4.29,5.63,1.34
CHEMBL1795093,8,7,Apoptotic protease-activating factor 1,Homo sapiens,Q9UNC9,IC50,IC50,1.0,0,,,4.05,5.51,1.46
CHEMBL2034,8,7,Glucocorticoid receptor,Homo sapiens,Q6N0A4,IC50; AC50,IC50,0.875,4,1999,2023,4.7,6.47,1.77
CHEMBL3167,8,7,Serum paraoxonase/arylesterase 1,Homo sapiens,Q9UCB1,Ki; IC50,IC50,0.875,2,2016,2022,4.4,5.62,1.22
CHEMBL5469,8,7,Protein-tyrosine kinase 2-beta,Homo sapiens,Q14289,IC50,IC50,1.0,0,,,4.9,5.88,0.98
CHEMBL1615382,7,7,Nuclear receptor coactivator 3,Homo sapiens,Q9Y6Q9,IC50,IC50,1.0,0,,,4.64,5.44,0.8
CHEMBL1641359,7,7,Lipoxygenase,Glycine max,Q39829,IC50,IC50,1.0,2,2014,2018,4.09,5.2,1.11
CHEMBL1787,7,7,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Homo sapiens,Q9UP37,IC50,IC50,1.0,1,2001,2001,4.3,6.31,2.01
CHEMBL280,7,7,Collagenase 3,Homo sapiens,Q6NWN6,IC50,IC50,1.0,1,2012,2012,4.85,5.58,0.73
CHEMBL321,7,7,Matrix metalloproteinase-9,Homo sapiens,Q9UDK2,IC50; Ki,IC50,0.8571,3,1999,2010,4.61,6.96,2.35
CHEMBL3314,7,7,Chymotrypsinogen A,Bos taurus,P00766,Ki,Ki,1.0,1,1996,1996,4.23,6.6,2.37
CHEMBL3569,7,7,Squalene--hopene cyclase,Alicyclobacillus acidocaldarius subsp. acidocaldarius (strain ATCC27009 / DSM 446 / 104-1A) (Bacillus acidocaldarius),P33247,IC50,IC50,1.0,1,2004,2004,4.0,5.82,1.82
CHEMBL3880,7,7,Heat shock protein HSP 90-alpha,Homo sapiens,P07900,AC50; IC50,AC50,0.8571,0,,,5.11,6.32,1.21
CHEMBL4143,7,7,Calpain-2 catalytic subunit,Sus scrofa,P43367,IC50,IC50,1.0,0,,,4.31,5.51,1.2
CHEMBL4218,7,7,Tegument protein VP16,Herpes simplex virus (type 1 / strain 17),Q09I86,IC50,IC50,1.0,0,,,4.54,4.89,0.35
CHEMBL5804,7,7,Toll-like receptor 9,Homo sapiens,Q9NYC3,IC50,IC50,1.0,0,,,4.88,5.47,0.59
CHEMBL1741192,9,6,Replicative DNA helicase DnaB,Mycobacterium tuberculosis,P9WMR3,AC50,AC50,1.0,0,,,4.43,5.58,1.15
CHEMBL1293266,7,6,Nucleotide-binding oligomerization domain-containing protein 2,Homo sapiens,Q9HC29,EC50; IC50,EC50,0.8571,0,,,4.9,5.53,0.63
CHEMBL1741221,7,6,Cysteine protease ATG4B,Homo sapiens,Q9Y4P1,IC50,IC50,1.0,3,2016,2021,4.69,6.06,1.37
CHEMBL258,7,6,Tyrosine-protein kinase Lck,Homo sapiens,P06239,IC50; Kd,IC50,0.5714,3,1999,2002,4.66,7.46,2.8
CHEMBL2808,7,6,Oxysterols receptor LXR-alpha,Homo sapiens,Q96H87,EC50,EC50,1.0,2,2015,2015,4.96,5.82,0.86
CHEMBL3629,7,6,Casein kinase II subunit alpha,Homo sapiens,P68400,Ki; IC50,Ki,0.7143,3,2009,2019,5.1,8.15,3.05
CHEMBL1795086,6,6,HSP90,Plasmodium falciparum 3D7,Q8IL32,AC50,AC50,1.0,0,,,5.08,6.13,1.05
CHEMBL1899,6,6,5-hydroxytryptamine receptor 3A,Homo sapiens,Q9BSZ9,Ki,Ki,1.0,1,2012,2012,5.89,8.72,2.83
CHEMBL2243,6,6,Fatty-acid amide hydrolase 1,Homo sapiens,Q5TDF8,IC50,IC50,1.0,2,2012,2024,4.83,6.29,1.46
CHEMBL2443,6,6,Kallikrein-7,Homo sapiens,Q8NFV7,EC50,EC50,1.0,0,,,4.16,5.29,1.13
CHEMBL262,6,6,Glycogen synthase kinase-3 beta,Homo sapiens,P49841,IC50,IC50,1.0,3,2006,2023,5.12,6.1,0.98
CHEMBL2842,6,6,Serine/threonine-protein kinase mTOR,Homo sapiens,Q9Y4I3,IC50,IC50,1.0,2,2014,2019,5.03,5.13,0.1
CHEMBL313,6,6,Sodium-dependent serotonin transporter,Rattus norvegicus,P31652,IC50; Ki,IC50,0.6667,3,2004,2016,5.82,9.15,3.33
CHEMBL3230,6,6,Sphingosine 1-phosphate receptor 4,Homo sapiens,O95977,EC50,EC50,1.0,0,,,4.43,6.11,1.68
CHEMBL326,6,6,Alpha-1D adrenergic receptor,Rattus norvegicus,Q71UM4,IC50,IC50,1.0,1,2006,2006,4.02,4.98,0.96
CHEMBL3308,6,6,Caspase-6,Homo sapiens,Q9BQE7,AC50,AC50,1.0,0,,,4.66,5.86,1.2
CHEMBL4374,6,6,Photoreceptor-specific nuclear receptor,Homo sapiens,Q9Y5X4,IC50,IC50,1.0,0,,,5.12,5.64,0.52
CHEMBL4471,6,6,Prothrombin,Bos taurus,Q3MHK7,IC50,IC50,1.0,1,1980,1980,4.04,6.0,1.96
CHEMBL5957,6,6,5'-nucleotidase,Homo sapiens,Q5W116,IC50,IC50,1.0,3,2021,2024,5.33,6.8,1.47
CHEMBL3785,14,5,Hydroxycarboxylic acid receptor 2,Homo sapiens,Q8TDS4,EC50,EC50,1.0,1,2018,2018,5.77,7.97,2.2
CHEMBL4235,10,5,11-beta-hydroxysteroid dehydrogenase 1,Homo sapiens,P28845,Ki; IC50,Ki,0.5,1,2011,2011,5.71,6.84,1.13
CHEMBL1293240,8,5,Plectin,Homo sapiens,Q6S383,IC50,IC50,1.0,0,,,4.6,5.62,1.02
CHEMBL2362980,7,5,Paired box protein Pax-8,Homo sapiens,Q96J49,AC50,AC50,1.0,0,,,4.37,5.97,1.6
CHEMBL3199,7,5,Acetylcholinesterase,Rattus norvegicus,P37136,IC50,IC50,1.0,3,1998,2017,6.44,8.82,2.38
CHEMBL3318,7,5,Tyrosinase,Agaricus bisporus,Q12543,IC50; Ki; EC50,IC50,0.7143,5,2016,2021,4.83,8.34,3.51
CHEMBL1741207,6,5,Sentrin-specific protease 8,Homo sapiens,Q96QA4,IC50,IC50,1.0,0,,,4.49,6.22,1.73
CHEMBL4804,6,5,M-phase inducer phosphatase 2,Homo sapiens,Q9BRA6,IC50,IC50,1.0,3,2013,2020,4.34,6.05,1.71
CHEMBL1293229,5,5,Nuclear receptor subfamily 4immunitygroup A member 1,Homo sapiens,Q6IBU8,IC50,IC50,1.0,0,,,4.21,6.31,2.1
CHEMBL1293319,5,5,Zinc finger protein mex-5,Caenorhabditis elegans,Q9XUB2,EC50,EC50,1.0,0,,,4.2,5.26,1.06
CHEMBL1615387,5,5,Nuclear receptor coactivator 1,Homo sapiens,Q15788,IC50,IC50,1.0,0,,,4.66,5.05,0.39
CHEMBL1741180,5,5,Mitochondrial import inner membrane translocase subunit TIM23,Saccharomyces cerevisiae S288c,P32897,IC50,IC50,1.0,0,,,4.83,5.4,0.57
CHEMBL1741185,5,5,CAAX prenyl protease 1,Saccharomyces cerevisiae S288c,P47154,AC50,AC50,1.0,0,,,4.9,5.54,0.64
CHEMBL1741213,5,5,Sentrin-specific protease 7,Homo sapiens,Q9HBT5,IC50,IC50,1.0,0,,,4.54,6.02,1.48
CHEMBL1741215,5,5,Sentrin-specific protease 6,Homo sapiens,Q9UJV5,IC50,IC50,1.0,0,,,4.5,5.9,1.4
CHEMBL210,5,5,Beta-2 adrenergic receptor,Homo sapiens,P07550,Kd,Kd,1.0,1,2023,2023,5.18,5.94,0.76
CHEMBL2384898,5,5,N-arachidonyl glycine receptor,Homo sapiens,Q9H2L2,IC50,IC50,1.0,1,2013,2013,4.8,5.09,0.29
CHEMBL3081,5,5,Aldo-keto reductase family 1 member B1,Bos taurus,Q5E962,IC50,IC50,1.0,1,2018,2018,5.47,6.96,1.49
CHEMBL3108645,5,5,Histone-lysine N-methyltransferase NSD2,Homo sapiens,Q9UPR2,AC50,AC50,1.0,0,,,4.99,6.18,1.19
CHEMBL3596075,5,5,"Beta-galactoside alpha-2,6-sialyltransferase 1",Homo sapiens,P15907,IC50,IC50,1.0,1,2021,2021,5.24,5.34,0.1
CHEMBL3717,5,5,Hepatocyte growth factor receptor,Homo sapiens,P08581,IC50,IC50,1.0,3,2012,2018,4.0,7.52,3.52
CHEMBL4512,5,5,Fatty acid synthase,Plasmodium falciparum,Q965D7,IC50,IC50,1.0,1,2013,2013,4.05,5.0,0.95
CHEMBL2061,12,4,Retinoic acid receptor RXR-alpha,Homo sapiens,P19793,EC50; Kd; IC50; Ki,Kd,0.5833,5,2014,2023,4.68,7.66,2.98
CHEMBL1741200,5,4,Hexokinase HKDC1,Homo sapiens,Q9H5Y9,EC50; IC50,EC50,0.6,0,,,4.26,4.87,0.61
CHEMBL1929,5,4,Xanthine dehydrogenase/oxidase,Homo sapiens,Q4PJ16,IC50,IC50,1.0,5,2007,2023,5.08,6.23,1.15
CHEMBL2086,5,4,Potassium voltage-gated channel subfamily A member 2,Homo sapiens,Q86XG6,EC50; IC50; Kd,Kd,0.6,2,1998,2017,4.39,6.6,2.21
CHEMBL2309,5,4,Potassium voltage-gated channel subfamily A member 1,Homo sapiens,Q3MIQ9,EC50; IC50; Kd,EC50,0.6,2,1998,2017,4.25,7.19,2.94
CHEMBL2392,5,4,DNA polymerase beta,Homo sapiens,P06746,IC50,IC50,1.0,2,2008,2017,4.02,4.65,0.63
CHEMBL3151,5,4,Intestinal-type alkaline phosphatase,Mus musculus,P24822,IC50,IC50,1.0,0,,,4.89,5.82,0.93
CHEMBL5131,5,4,Trypanothione reductase,Trypanosoma cruzi,P28593,Ki; IC50,Ki,0.8,2,2000,2017,4.65,6.25,1.6
CHEMBL5475,5,4,Galectin-8,Homo sapiens,Q9UP34,Kd,Kd,1.0,2,2016,2023,4.08,5.7,1.62
CHEMBL6101,5,4,Signal transducer and activator of transcription 1-alpha/beta,Homo sapiens,Q9UDL5,EC50; IC50,EC50,0.6,0,,,4.5,5.37,0.87
CHEMBL1293222,4,4,Nucleotide-binding oligomerization domain-containing protein 1,Homo sapiens,Q9Y239,IC50,IC50,1.0,0,,,5.18,5.5,0.32
CHEMBL1293274,4,4,Eukaryotic translation initiation factor 4H,Homo sapiens,Q15056,IC50,IC50,1.0,0,,,4.37,5.14,0.77
CHEMBL1293304,4,4,RNA-binding protein pos-1,Caenorhabditis elegans,G5EF15,EC50,EC50,1.0,0,,,4.12,5.09,0.97
CHEMBL1741163,4,4,ORF 73,Human herpesvirus 8,O40947,AC50,AC50,1.0,0,,,4.72,6.26,1.54
CHEMBL1741194,4,4,Mitochondrial import inner membrane translocase subunit TIM10,Saccharomyces cerevisiae S288c,P87108,IC50,IC50,1.0,0,,,4.49,5.47,0.98
CHEMBL1795089,4,4,Latent membrane protein 1,Human herpesvirus 4 (strain B95-8),Q777A4,AC50,AC50,1.0,0,,,4.19,5.03,0.84
CHEMBL1994,4,4,Mineralocorticoid receptor,Homo sapiens,Q96KQ9,IC50,IC50,1.0,1,1999,1999,5.52,5.82,0.3
CHEMBL2007629,4,4,26S proteasome non-ATPase regulatory subunit 14,Homo sapiens,O00487,IC50,IC50,1.0,0,,,4.24,5.0,0.76
CHEMBL2828,4,4,Casein kinase I isoform delta,Homo sapiens,Q9BTN5,IC50; Ki,IC50,0.75,1,2023,2023,5.2,5.82,0.62
CHEMBL3308960,4,4,Alpha-amylase,Sus scrofa domesticus,Q7M328,IC50,IC50,1.0,1,2024,2024,4.11,4.43,0.32
CHEMBL3401,4,4,Nuclear receptor subfamily 1 group I member 2,Homo sapiens,Q9UNW4,EC50; IC50; AC50,EC50,0.5,2,2014,2023,4.05,5.1,1.05
CHEMBL3807,4,4,Tyrosine-protein phosphatase non-receptor type 2,Homo sapiens,Q96HR2,IC50,IC50,1.0,2,2019,2020,4.77,5.89,1.12
CHEMBL4198,4,4,E3 ubiquitin-protein ligase XIAP,Homo sapiens,Q9NQ14,IC50,IC50,1.0,0,2016,2018,6.39,6.67,0.28
CHEMBL4426,4,4,Phospholipase A2,Homo sapiens,Q3KPI1,IC50,IC50,1.0,0,,,4.87,6.01,1.14
CHEMBL5287,4,4,Hepatic sodium/bile acid cotransporter,Homo sapiens,Q2TU29,IC50,IC50,1.0,1,2022,2022,4.75,4.9,0.15
CHEMBL5422,4,4,Protein disulfide-isomerase,Homo sapiens,Q6LDE5,AC50,AC50,1.0,0,,,4.71,5.17,0.46
CHEMBL5511,4,4,Dual specificity protein phosphatase 6,Rattus norvegicus,Q64346,IC50,IC50,1.0,0,,,4.1,4.62,0.52
CHEMBL5643,4,4,DnaC helicase,Staphylococcus aureus,Q9AQH7,IC50,IC50,1.0,1,2009,2009,4.19,4.82,0.63
CHEMBL5936,4,4,Toll-like receptor 7,Homo sapiens,Q9NYK1,IC50; EC50,IC50,0.5,2,2019,2021,4.43,5.75,1.32
CHEMBL6152,4,4,Alpha-synuclein,Homo sapiens,P37840,IC50,IC50,1.0,1,2024,2024,5.99,6.2,0.21
CHEMBL3114,6,3,"Sucrase-isomaltase, intestinal",Rattus norvegicus,P23739,IC50,IC50,1.0,1,2017,2017,4.87,6.27,1.4
CHEMBL4105838,6,3,DCN1-like protein 1,Homo sapiens,Q9HCT3,IC50,IC50,1.0,1,2019,2019,5.9,6.7,0.8
CHEMBL5857,6,3,Trace amine-associated receptor 1,Homo sapiens,Q96RJ0,IC50; EC50,IC50,0.5,0,,,4.88,5.73,0.85
CHEMBL1075214,4,3,5'-nucleotidase,Rattus norvegicus,P21588,IC50; Ki,IC50,0.75,1,2012,2012,4.13,5.8,1.67
CHEMBL2758,4,3,Mannose-6-phosphate isomerase,Homo sapiens,Q96AB0,IC50,IC50,1.0,0,,,4.53,5.29,0.76
CHEMBL2955,4,3,Sphingosine 1-phosphate receptor 2,Homo sapiens,Q86UN8,IC50; EC50,IC50,0.5,0,,,5.36,5.7,0.34
CHEMBL3681,4,3,Amine oxidase [flavin-containing] A,Mus musculus,Q8K0Z8,IC50,IC50,1.0,2,2013,2019,5.24,10.46,5.22
CHEMBL5586,4,3,Carbonyl reductase [NADPH] 1,Homo sapiens,Q3LHW8,IC50; Ki,IC50,0.75,2,2009,2017,5.38,6.22,0.84
CHEMBL1075094,3,3,Nuclear factor erythroid 2-related factor 2,Homo sapiens,Q96F71,EC50,EC50,1.0,2,2019,2022,5.34,5.92,0.58
CHEMBL1075126,3,3,Pyruvate kinase PKLR,Homo sapiens,P30613,IC50,IC50,1.0,1,2024,2024,6.39,7.55,1.16
CHEMBL1293244,3,3,Beta-lactamase,Pseudomonas aeruginosa,Q79MP6,IC50,IC50,1.0,0,,,4.11,5.49,1.38
CHEMBL1293260,3,3,Beta-lactamase,Salmonella choleraesuis (strain SC-B67),Q5J463,IC50,IC50,1.0,0,,,4.57,6.15,1.58
CHEMBL1293282,3,3,Protein Rev,Human immunodeficiency virus type 1 group M subtype B (isolate HXB2)(HIV-1),P04618,IC50,IC50,1.0,0,,,4.18,4.85,0.67
CHEMBL1293302,3,3,Female germline-specific tumor suppressor gld-1,Caenorhabditis elegans,Q17339,IC50,IC50,1.0,0,,,5.33,5.41,0.08
CHEMBL1293313,3,3,Leucine aminopeptidase,Plasmodium falciparum 3D7,Q8IL11,IC50,IC50,1.0,0,,,4.02,5.3,1.28
CHEMBL1697656,3,3,Glutathione S-transferase,Plasmodium falciparum,Q95V54,IC50,IC50,1.0,1,2009,2009,4.13,5.16,1.03
CHEMBL1825,3,3,Tumor necrosis factor,Homo sapiens,P01375,IC50,IC50,1.0,0,,,5.18,5.34,0.16
CHEMBL1865,3,3,Histone deacetylase 6,Homo sapiens,Q9UBN7,IC50,IC50,1.0,3,2011,2021,4.5,7.82,3.32
CHEMBL2010631,3,3,Atypical chemokine receptor 3,Homo sapiens,Q92986,IC50,IC50,1.0,1,2013,2013,5.1,5.89,0.79
CHEMBL213,3,3,Beta-1 adrenergic receptor,Homo sapiens,Q9UKG8,Kd,Kd,1.0,1,2023,2023,5.25,5.62,0.37
CHEMBL2219,3,3,Tyrosine-protein phosphatase non-receptor type 7,Homo sapiens,Q9BV05,IC50,IC50,1.0,1,2020,2020,4.4,6.89,2.49
CHEMBL237,3,3,Kappa-type opioid receptor,Homo sapiens,Q499G4,IC50; Ki; EC50,IC50,0.3333,1,2008,2008,4.74,5.58,0.84
CHEMBL268,3,3,Cathepsin K,Homo sapiens,Q6FHS6,Ki; IC50,Ki,0.6667,2,2012,2013,5.34,7.72,2.38
CHEMBL2755,3,3,"Glutathione reductase, mitochondrial",Homo sapiens,Q9NP63,IC50,IC50,1.0,1,2009,2009,4.57,5.12,0.55
CHEMBL2973,3,3,Rho-associated protein kinase 2,Homo sapiens,Q9UQN5,IC50,IC50,1.0,0,2018,2022,6.3,7.04,0.74
CHEMBL3902,3,3,Glutathione S-transferase P,Homo sapiens,Q5TZY3,IC50,IC50,1.0,1,2009,2009,4.11,4.46,0.35
CHEMBL4026,3,3,Signal transducer and activator of transcription 3,Homo sapiens,Q9BW54,EC50; IC50,IC50,0.6667,1,2012,2012,4.2,6.09,1.89
CHEMBL4123,3,3,Neurotensin receptor type 1,Homo sapiens,Q9H4T5,EC50,EC50,1.0,0,,,4.75,4.83,0.08
CHEMBL4295521,3,3,Phosphotyrosine protein phosphatase,Mycobacterium tuberculosis,A0A045ISB3,IC50,IC50,1.0,1,2019,2019,5.06,5.39,0.33
CHEMBL4523143,3,3,Galectin-7,Mus musculus,O54974,Kd,Kd,1.0,1,2016,2016,4.22,5.3,1.08
CHEMBL4523582,3,3,Replicase polyprotein 1ab,Severe acute respiratory syndrome coronavirus 2,P0DTD1,IC50,IC50,1.0,3,2023,2024,4.34,8.36,4.02
CHEMBL4681,3,3,Aldo-keto reductase family 1 member C3,Homo sapiens,Q9UKL9,IC50; Ki,IC50,0.6667,2,2012,2017,5.4,6.33,0.93
CHEMBL4818,3,3,Potassium voltage-gated channel subfamily A member 3,Mus musculus,P16390,Kd,Kd,1.0,1,1998,1998,4.05,4.55,0.5
CHEMBL5373,3,3,Cannabinoid receptor 2,Mus musculus,Q544H5,Ki,Ki,1.0,1,2007,2007,8.17,9.09,0.92
CHEMBL5444,3,3,Tubulin beta-5 chain,Homo sapiens,Q9CY33,IC50,IC50,1.0,1,2018,2018,5.03,5.54,0.51
CHEMBL5847,3,3,Aldo-keto reductase family 1 member C2,Homo sapiens,Q96A71,IC50; Ki,IC50,0.6667,2,2012,2017,4.67,6.21,1.54
CHEMBL5905,3,3,Aldo-keto reductase family 1 member C1,Homo sapiens,Q9UCX2,IC50; Ki,IC50,0.6667,2,2012,2017,4.92,6.02,1.1
CHEMBL6175,3,3,Lysine-specific demethylase 4C,Homo sapiens,Q9H3R0,IC50; AC50,AC50,0.6667,1,2016,2016,3.75,6.32,2.57
CHEMBL3713355,11,2,Polypeptide N-acetylgalactosaminyltransferase 2,Homo sapiens,Q9NPY4,Kd; IC50; Ki,IC50,0.6364,1,2019,2019,5.21,6.53,1.32
CHEMBL1946,5,2,Melatonin receptor type 1B,Homo sapiens,P49286,EC50; Ki,Ki,0.6,2,2015,2022,7.47,9.19,1.72
CHEMBL1741165,4,2,Microphthalmia-associated transcription factor,Homo sapiens,Q9P2Y8,AC50,AC50,1.0,0,,,4.63,7.52,2.89
CHEMBL1973,4,2,Tyrosinase,Homo sapiens,Q9BZX1,Ki; IC50,Ki,0.5,4,2017,2024,4.58,5.55,0.97
CHEMBL223,4,2,Alpha-1D adrenergic receptor,Homo sapiens,Q9NPY0,Ki; IC50,Ki,0.5,1,2015,2015,7.34,9.4,2.06
CHEMBL232,4,2,Alpha-1B adrenergic receptor,Homo sapiens,P35368,Ki; IC50,Ki,0.5,1,2015,2015,7.28,10.0,2.72
CHEMBL3085,4,2,Excitatory amino acid transporter 1,Homo sapiens,Q4JCQ8,IC50,IC50,1.0,1,2012,2012,4.77,4.85,0.08
CHEMBL3402,4,2,"Alkaline phosphatase, germ cell type",Homo sapiens,Q96CM1,IC50,IC50,1.0,0,,,5.21,5.54,0.33
CHEMBL4247,4,2,ALK tyrosine kinase receptor,Homo sapiens,Q9UM73,IC50,IC50,1.0,1,2024,2024,6.23,6.57,0.34
CHEMBL5474,4,2,Galectin-9,Homo sapiens,Q9NQ58,Kd,Kd,1.0,1,2016,2016,4.35,5.8,1.45
CHEMBL6164,4,2,Poly [ADP-ribose] polymerase tankyrase-1,Homo sapiens,Q59FX0,IC50,IC50,1.0,1,2023,2023,7.48,8.7,1.22
CHEMBL225,3,2,5-hydroxytryptamine receptor 2C,Homo sapiens,Q9NP28,Ki; IC50,Ki,0.6667,1,2021,2021,5.63,5.91,0.28
CHEMBL3563,3,2,Cruzipain,Trypanosoma cruzi,P25779,IC50,IC50,1.0,1,2008,2008,4.05,4.19,0.14
CHEMBL4205,3,2,Potassium voltage-gated channel subfamily A member 4,Homo sapiens,P22459,EC50; IC50,EC50,0.6667,1,2006,2017,6.3,7.12,0.82
CHEMBL4360,3,2,Monocarboxylate transporter 1,Homo sapiens,Q9NSJ9,IC50,IC50,1.0,2,2024,2024,6.07,7.23,1.16
CHEMBL5113,3,2,Orexin/Hypocretin receptor type 1,Homo sapiens,Q9HBV6,IC50; Ki,IC50,0.6667,1,2020,2020,5.27,5.94,0.67
CHEMBL5926,3,2,"Glyceraldehyde-3-phosphate dehydrogenase, glycosomal",Trypanosoma cruzi,P22513,IC50,IC50,1.0,2,2009,2014,4.19,4.75,0.56
CHEMBL6089,3,2,Ubiquitin-conjugating enzyme E2 N,Homo sapiens,Q53Y81,IC50,IC50,1.0,0,,,4.98,5.46,0.48
CHEMBL1075108,2,2,Solute carrier family 12 member 5,Rattus norvegicus,Q63633,IC50,IC50,1.0,1,2012,2012,5.4,6.22,0.82
CHEMBL1169595,2,2,UDP-galactose 4-epimerase,Trypanosoma brucei,Q8T8E9,IC50,IC50,1.0,1,2010,2010,5.3,5.5,0.2
CHEMBL1293307,2,2,3C-like protease,Infectious bronchitis virus,Q3Y5H1,IC50,IC50,1.0,0,,,5.48,5.53,0.05
CHEMBL1293317,2,2,Muscleblind-like protein 1,Homo sapiens,Q9NR56,Kd,Kd,1.0,1,2022,2022,7.03,8.4,1.37
CHEMBL1741212,2,2,Glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase,Plasmodium berghei,Q9BHT9,IC50,IC50,1.0,0,,,4.38,4.43,0.05
CHEMBL1781,2,2,DNA topoisomerase 1,Homo sapiens,Q9UJN0,IC50,IC50,1.0,2,2012,2021,4.22,7.42,3.2
CHEMBL1801,2,2,Plasminogen,Homo sapiens,Q6PA00,Ki,Ki,1.0,1,2023,2023,5.67,6.97,1.3
CHEMBL1841,2,2,Tyrosine-protein kinase Fyn,Homo sapiens,Q8N5D7,IC50; Kd,IC50,0.5,2,1999,2002,6.82,7.0,0.18
CHEMBL1913,2,2,Platelet-derived growth factor receptor beta,Homo sapiens,Q8N5L4,IC50,IC50,1.0,2,2012,2021,5.89,7.7,1.81
CHEMBL1991,2,2,Inhibitor of nuclear factor kappa-B kinase subunit beta,Homo sapiens,O75327,IC50,IC50,1.0,2,2013,2020,5.01,5.7,0.69
CHEMBL202,2,2,Dihydrofolate reductase,Homo sapiens,Q6IRW8,IC50,IC50,1.0,1,2018,2018,4.82,4.92,0.1
CHEMBL2069,2,2,Thromboxane A2 receptor,Homo sapiens,Q9UCY2,Kd,Kd,1.0,1,1995,1995,6.37,6.86,0.49
CHEMBL2176846,2,2,Advanced glycosylation end product-specific receptor,Homo sapiens,V5R6A3,Kd,Kd,1.0,0,2020,2020,5.0,8.19,3.19
CHEMBL2246,2,2,Aldo-keto reductase family 1 member A1,Homo sapiens,Q6IAZ4,IC50,IC50,1.0,1,2017,2017,5.77,5.82,0.05
CHEMBL227,2,2,Type-1 angiotensin II receptor,Homo sapiens,Q8TBK4,IC50,IC50,1.0,0,,,4.86,4.98,0.12
