compound_id,UMAP1,UMAP2
CHEMBL2334353,8.164856,1.3046005
CHEMBL3335019,1.348227,4.406701
CHEMBL4174798,10.750491,4.8213153
CHEMBL4096387,5.225704,-1.1048452
CHEMBL145792,2.0642495,3.15776
CHEMBL4168276,6.8048396,7.4370875
CHEMBL139604,7.435392,2.096433
CHEMBL2387260,3.5604908,-1.674359
CHEMBL1389588,13.021747,5.879261
CHEMBL1630101,11.734253,-0.7214127
CHEMBL3092179,11.091324,14.538351
CHEMBL5078809,4.1916804,5.3778877
CHEMBL3092196,11.283505,14.358995
CHEMBL91938,5.794108,-8.825728
CHEMBL1258303,4.356078,2.9093518
CHEMBL147383,8.156797,-0.18370354
CHEMBL4063523,10.891665,5.3252783
CHEMBL1275891,2.6846063,21.408033
CHEMBL1275846,2.6860554,21.406206
CHEMBL1275844,2.6758716,21.417992
CHEMBL1275896,2.6827748,21.409582
CHEMBL3948863,12.998164,3.4662244
CHEMBL4081445,12.214778,3.2549706
CHEMBL1607582,3.7859359,6.6567607
CHEMBL2393509,6.1154714,-1.1372954
CHEMBL5220025,23.549015,-6.753922
CHEMBL5219055,-2.2208438,-2.864117
CHEMBL5218799,23.626516,-6.831915
CHEMBL5279129,4.8429546,-0.7169755
CHEMBL5219522,4.7593074,-0.687811
CHEMBL5289774,-2.2223878,-2.86764
CHEMBL1462872,20.173582,2.2158284
CHEMBL5267399,-2.2179377,-2.8608253
CHEMBL4878979,12.047591,2.9464128
CHEMBL4060049,14.144128,1.8910482
CHEMBL107541,2.0636065,3.2373524
CHEMBL4211565,5.1627245,-3.5707126
CHEMBL4081954,14.154383,1.8962618
CHEMBL1078190,7.1338267,1.3023689
CHEMBL559791,4.8229113,3.5270863
CHEMBL600409,15.986988,-2.3921413
CHEMBL590613,4.712265,3.958753
CHEMBL470224,-1.0517095,6.004204
CHEMBL1501222,2.5060196,3.808341
CHEMBL267693,14.387227,18.337507
CHEMBL1485402,9.900272,4.092643
CHEMBL3092190,11.25579,14.385817
CHEMBL4783462,-4.065134,-0.573058
CHEMBL167368,2.588102,4.6556697
CHEMBL4163051,10.777352,4.8129034
CHEMBL178635,3.8478272,3.2184656
CHEMBL178901,3.831687,3.232666
CHEMBL2178445,2.5016356,6.3226953
CHEMBL4469594,4.274412,10.850745
CHEMBL4586115,4.259502,10.860372
CHEMBL1575192,6.4884586,4.5451803
CHEMBL4545402,4.238675,10.88774
CHEMBL3427402,6.181068,11.602899
CHEMBL2181551,-1.190451,5.8947988
CHEMBL1469070,6.1194625,-1.095532
CHEMBL1835829,9.031106,-0.9340586
CHEMBL472080,13.345164,1.5781038
CHEMBL198727,-2.5657449,8.062302
CHEMBL2177254,-1.5543056,5.836934
CHEMBL2158357,5.6520443,0.26289827
CHEMBL3939546,10.534458,4.6496873
CHEMBL4162879,7.3363953,0.7702612
CHEMBL3914193,10.553962,4.6046753
CHEMBL3827589,0.35810474,3.5557208
CHEMBL4217683,-4.497964,6.4396224
CHEMBL4205441,-4.487244,6.4244194
CHEMBL2334356,10.400406,9.926654
CHEMBL2334354,6.5821133,6.004888
CHEMBL1612826,4.5061407,5.583888
CHEMBL4061635,23.292946,11.865607
CHEMBL4084036,23.292055,11.863989
CHEMBL4094534,2.488939,4.2337403
CHEMBL4527338,11.353881,-8.708112
CHEMBL3916179,1.6265422,-1.4385437
CHEMBL3975442,9.260317,-1.5097152
CHEMBL2387254,4.413828,-1.3414649
CHEMBL2387251,3.8812704,-1.5320725
CHEMBL3734905,11.299428,5.220615
CHEMBL4283238,12.831783,9.393763
CHEMBL569169,6.247365,8.06091
CHEMBL3818455,8.495806,-7.7681184
CHEMBL3818079,8.491503,-7.764329
CHEMBL88511,6.410475,8.532034
CHEMBL5407860,6.3390045,2.0614624
CHEMBL3410696,13.287948,2.6719978
CHEMBL3354142,3.5650876,3.4849703
CHEMBL4760153,3.5565834,0.79257774
CHEMBL3745771,-6.6317277,8.494253
CHEMBL470213,13.144428,1.1602997
CHEMBL4762795,16.451796,4.754605
CHEMBL3286941,5.3820386,-0.671155
CHEMBL4218157,11.15381,4.4840927
CHEMBL4210596,3.856474,-2.8428438
CHEMBL3622008,2.5592625,5.0595527
CHEMBL3087907,13.70531,3.1907928
CHEMBL3086070,10.975801,14.638616
CHEMBL396199,12.769494,4.52477
CHEMBL4798200,16.40977,4.7454553
CHEMBL3263998,11.122315,14.507477
CHEMBL5430136,8.280116,0.47592682
CHEMBL4095459,5.073063,4.4498386
CHEMBL134227,-0.008166895,10.807029
CHEMBL1835817,9.427147,-1.02513
CHEMBL383518,6.420623,6.183758
CHEMBL5283994,4.7491164,-0.67152464
CHEMBL470220,13.141978,1.1153054
CHEMBL146222,2.0342755,4.2151346
CHEMBL4851758,10.875122,3.6125968
CHEMBL3586601,1.8863908,3.0840266
CHEMBL557769,-1.4395566,5.9577503
CHEMBL3586612,8.845395,0.4214242
CHEMBL559268,1.6328309,-1.4018383
CHEMBL1688895,8.900557,11.147126
CHEMBL253694,11.695727,-0.3379442
CHEMBL253711,11.760051,-0.6761201
CHEMBL4797696,-3.9994705,-0.5085383
CHEMBL286094,5.27592,-1.6194718
CHEMBL207109,4.1150517,1.7579579
CHEMBL469783,11.093384,1.1668702
CHEMBL4793980,-9.887357,0.1466741
CHEMBL4751815,16.106033,4.8506002
CHEMBL26125,12.96612,4.714642
CHEMBL474786,8.756785,-0.25790346
CHEMBL3087905,13.721357,3.0803049
CHEMBL193518,6.0415483,11.37791
CHEMBL470226,13.289542,1.2287786
CHEMBL1494927,6.3742423,6.0610085
CHEMBL4593774,14.040156,3.3641198
CHEMBL252403,12.730905,0.3938774
CHEMBL1456255,11.488941,4.323366
CHEMBL1465693,6.369797,4.972785
CHEMBL495154,12.764411,2.7391424
CHEMBL212068,13.460532,1.6182396
CHEMBL3612349,2.6513894,5.2053676
CHEMBL2178426,2.2403193,2.635213
CHEMBL2178991,2.1985896,2.75605
CHEMBL1275842,2.6870375,21.40749
CHEMBL1255818,4.9073715,2.717832
CHEMBL3259963,10.951473,2.4541764
CHEMBL4471876,15.968901,4.9148703
CHEMBL3586605,1.9708052,3.0863159
CHEMBL3116213,8.053924,1.2157302
CHEMBL550276,1.6654155,-1.3862458
CHEMBL3941249,5.1633296,9.670995
CHEMBL3120692,4.3973875,-1.798099
CHEMBL4206193,10.39979,9.929798
CHEMBL4532350,11.653004,7.90438
CHEMBL3265269,5.9370747,-8.449341
CHEMBL4647450,15.254265,1.7672158
CHEMBL584162,7.687334,2.0793397
CHEMBL239508,2.6635137,0.85778636
CHEMBL1340864,3.9525492,2.5729208
CHEMBL1457199,12.006493,6.0942345
CHEMBL590130,4.622267,3.69649
CHEMBL1079387,1.6344148,-5.4553576
CHEMBL1354146,6.453881,7.1271873
CHEMBL540174,6.4618745,0.9848161
CHEMBL3612308,2.646473,5.203068
CHEMBL1406942,4.7190013,3.079756
CHEMBL422798,-0.008925208,10.8082485
CHEMBL3087904,13.721926,3.0762284
CHEMBL1164612,14.619209,3.1939538
CHEMBL4216807,3.1537802,2.0490284
CHEMBL585360,2.7390623,1.4948217
CHEMBL494978,12.672185,1.0014815
CHEMBL478669,4.0579405,2.7497456
CHEMBL4210401,3.1382878,1.9740577
CHEMBL4441966,7.197611,-3.1671507
CHEMBL4072568,8.398123,-7.6733437
CHEMBL5572056,2.9049377,3.2038634
CHEMBL4176119,6.888117,7.351253
CHEMBL3586607,9.047432,0.5352186
CHEMBL3116209,8.085015,1.177191
CHEMBL1376937,13.242002,1.5764246
CHEMBL575521,2.623999,1.401324
CHEMBL2425850,13.440188,-6.863354
CHEMBL4094868,6.1395216,-0.82523835
CHEMBL2178443,2.4948413,6.3144307
CHEMBL1508246,5.5248485,4.263561
CHEMBL4855281,10.785108,3.7402394
CHEMBL2178434,2.252316,2.7073877
CHEMBL4215220,11.076669,4.489299
CHEMBL4069692,22.388357,-4.768953
CHEMBL1309685,20.162544,2.2089684
CHEMBL3922127,1.6327506,-1.4087152
CHEMBL1618958,5.649776,-0.6711975
CHEMBL4062197,22.287432,-4.6676474
CHEMBL1835824,9.247607,-0.8029621
CHEMBL78779,11.26456,14.371309
CHEMBL3805906,13.83877,1.2793353
CHEMBL5793603,4.5282335,2.0558498
CHEMBL4582505,6.985341,-3.3385572
CHEMBL1345017,7.1300993,3.8051398
CHEMBL2314724,13.221746,3.9911065
CHEMBL502021,11.06159,1.1672236
CHEMBL469583,13.194893,1.2048296
CHEMBL108660,3.0956414,2.0752058
CHEMBL209812,2.0573866,3.6711698
CHEMBL3586577,1.6685263,3.4382179
CHEMBL2206123,18.017418,3.2947905
CHEMBL211248,2.2143495,3.736711
CHEMBL3094001,3.0507185,1.0541471
CHEMBL3139072,2.4006994,1.0619851
CHEMBL1557704,11.230087,3.0845141
CHEMBL206442,14.59984,3.1731071
CHEMBL1499658,4.780897,3.4942744
CHEMBL1957186,7.8119855,0.27511886
CHEMBL452555,13.872624,2.3545914
CHEMBL1946917,5.267214,6.938652
CHEMBL572166,6.4173584,7.9766307
CHEMBL4103770,10.868558,5.317553
CHEMBL3335053,4.9911127,-1.4315175
CHEMBL3335051,1.1167326,3.6346576
CHEMBL3331341,-1.6309676,3.8393264
CHEMBL4646097,-1.1662196,5.750691
CHEMBL4218447,10.406857,9.938087
CHEMBL4543140,10.914148,2.2141843
CHEMBL601424,16.342155,-2.40674
CHEMBL4467446,7.519717,0.5499996
CHEMBL3764644,5.9800014,-1.2766333
CHEMBL4065593,7.376653,8.818397
CHEMBL4082235,11.116183,-8.915504
CHEMBL18492,2.5225654,4.170787
CHEMBL1331911,3.7215905,6.621754
CHEMBL1596400,11.056741,2.5897272
CHEMBL3827058,0.35801977,3.5573802
CHEMBL1426944,12.699915,0.34467676
CHEMBL3828693,0.34666684,3.5552294
CHEMBL3927410,1.7782187,4.837369
CHEMBL4060753,2.4535005,4.2936397
CHEMBL4100010,2.5460448,4.1367683
CHEMBL4210805,11.117935,4.5642195
CHEMBL4080704,12.508936,1.106843
CHEMBL4163548,17.859417,12.885511
CHEMBL4171486,3.5987732,6.5058956
CHEMBL176325,3.3665795,8.880435
CHEMBL1099164,-1.2721871,19.142752
CHEMBL3299111,13.227518,1.3954387
CHEMBL3297787,12.748963,2.7127028
CHEMBL4126092,3.9666345,-2.7002602
CHEMBL4435433,13.004574,2.2292805
CHEMBL3734992,11.183777,5.224451
CHEMBL389825,12.7848425,4.491397
CHEMBL225499,8.8627205,11.107092
CHEMBL470020,13.012873,0.99554396
CHEMBL2349224,2.9366388,-7.0031457
CHEMBL3121862,10.529582,0.8177562
CHEMBL88296,5.7681737,-8.860895
CHEMBL4779428,-4.0198684,-0.5282091
CHEMBL4127779,3.9067852,-2.787667
CHEMBL4104227,6.8221693,8.832326
CHEMBL2408075,24.317049,4.426747
CHEMBL2425846,13.410591,-6.891091
CHEMBL2322280,3.882569,6.8003993
CHEMBL205989,6.3984203,6.1681967
CHEMBL3805545,13.0967655,6.5074606
CHEMBL3094015,2.9142497,0.68921393
CHEMBL3093992,2.9292414,0.7630466
CHEMBL1835827,9.01527,-0.9059758
CHEMBL4204002,-4.477509,6.419644
CHEMBL3596581,8.5313835,1.9163358
CHEMBL1835812,9.52852,-1.1303765
CHEMBL3133843,-9.126161,6.935926
CHEMBL3286728,5.3286963,-0.67631733
CHEMBL4470317,15.772795,2.1787488
CHEMBL4590498,4.1459036,11.112799
CHEMBL3098769,5.8846626,4.442487
CHEMBL3263995,11.230939,14.409298
CHEMBL4860675,10.752837,3.6791794
CHEMBL4781495,-4.0756774,-0.58344024
CHEMBL4846304,10.840178,3.648951
CHEMBL367262,3.2801812,8.952711
CHEMBL3121792,10.6756115,0.46417907
CHEMBL3121864,7.367674,0.81710345
CHEMBL2003049,7.3632054,0.7995637
CHEMBL3622012,2.5085752,5.0649877
CHEMBL469350,12.848817,1.0262543
CHEMBL461383,3.196322,9.035576
CHEMBL4097207,22.38064,-4.7616677
CHEMBL471228,11.267682,1.2474207
CHEMBL470612,11.048698,1.1678344
CHEMBL80362,6.946236,9.122063
CHEMBL512719,13.070243,1.0166264
CHEMBL3394533,2.893359,4.8515162
CHEMBL4164409,12.544553,1.6497118
CHEMBL4064364,3.5292614,6.0524044
CHEMBL3220507,12.674718,0.52385724
CHEMBL4163924,-1.6551726,3.801769
CHEMBL4589224,16.096136,5.218268
CHEMBL3326708,14.761274,13.433752
CHEMBL3327246,14.737501,13.411317
CHEMBL3327249,14.763337,13.438625
CHEMBL3326709,14.763428,13.438597
CHEMBL3322159,-3.432746,0.053507723
CHEMBL3094004,2.9191322,0.72509515
CHEMBL3417297,0.83773035,15.546183
CHEMBL77169,7.572393,2.4344578
CHEMBL3403710,-5.526777,12.193155
CHEMBL121884,7.580718,-0.9813596
CHEMBL540196,3.2213063,9.015864
CHEMBL122862,8.1537695,-0.51427734
CHEMBL120616,5.980532,6.1959124
CHEMBL1452050,3.8926456,6.791962
CHEMBL3805919,13.912585,1.2242182
CHEMBL3804909,13.1089325,6.523207
CHEMBL3121789,10.710944,0.43948647
CHEMBL3120181,10.72487,0.4342785
CHEMBL4071420,14.158706,1.9240153
CHEMBL3326706,14.762663,13.437199
CHEMBL2088232,7.2352724,0.86102444
CHEMBL396247,12.810656,4.517474
CHEMBL3410724,13.295829,2.6609156
CHEMBL19240,5.541354,6.2724295
CHEMBL3736482,11.296063,5.254912
CHEMBL3359955,8.879503,11.125533
CHEMBL170548,8.472066,0.64329726
CHEMBL3322161,-3.428532,0.056739405
CHEMBL3601440,5.800365,3.322532
CHEMBL223983,7.582998,2.381532
CHEMBL4464759,6.9812055,-3.3149242
CHEMBL599996,16.345066,-2.4041753
CHEMBL611508,15.947286,-2.377166
CHEMBL2177250,-1.5232098,5.846448
CHEMBL3261207,12.627969,1.4561075
CHEMBL472069,13.142191,1.066707
CHEMBL3261199,12.9302,0.98600346
CHEMBL150254,13.013722,1.5299667
CHEMBL342327,2.0120847,3.2827947
CHEMBL2181546,-2.6352892,5.31346
CHEMBL2047528,0.34470463,3.5565734
CHEMBL143316,8.147509,-0.4923379
CHEMBL322966,8.567177,0.39556566
CHEMBL3410727,13.301041,2.655546
CHEMBL293864,7.901239,1.8340183
CHEMBL3901171,15.918885,4.9096007
CHEMBL4172130,2.599392,3.3663554
CHEMBL2425833,-1.2496303,-5.735296
CHEMBL206500,6.298797,5.9997797
CHEMBL1934676,6.6915674,7.900128
CHEMBL2425841,-1.2724048,-5.7141232
CHEMBL4521148,15.821471,2.162068
CHEMBL2206127,18.01916,3.3044763
CHEMBL128551,0.3391537,3.5553539
CHEMBL3586599,9.246914,0.61489534
CHEMBL3586575,1.5604604,3.4472995
CHEMBL1288596,7.7112465,2.4986296
CHEMBL145781,8.602454,0.405067
CHEMBL3586771,2.3114917,1.6263459
CHEMBL1315870,4.4467773,5.854233
CHEMBL378988,13.273177,1.4761276
CHEMBL1497574,11.043009,2.4775774
CHEMBL1934195,7.0860243,1.5225843
CHEMBL1535692,3.921177,6.7297807
CHEMBL162021,19.772633,8.454959
CHEMBL3612750,3.9289088,4.4971876
CHEMBL87575,11.802264,1.3333622
CHEMBL71271,11.730741,4.8396826
CHEMBL303984,2.6887288,21.405891
CHEMBL1585011,5.8656144,3.5449405
CHEMBL71851,8.13581,1.2321472
CHEMBL3954803,9.255315,-1.499438
CHEMBL1221930,10.818978,4.6016536
CHEMBL1830827,10.903315,1.2298324
CHEMBL3335017,1.4903725,4.3091984
CHEMBL3084441,10.954871,2.4688876
CHEMBL466773,-0.00154706,10.80059
CHEMBL1389163,3.2213585,4.533231
CHEMBL4867617,5.6262016,20.788275
CHEMBL161032,19.773098,8.454969
CHEMBL2408090,24.31642,4.4266863
CHEMBL1594993,3.8674242,2.4701102
CHEMBL202896,6.431242,6.117935
CHEMBL2158356,5.637627,0.27147388
CHEMBL430776,10.42313,9.95345
CHEMBL4105181,23.292082,11.864042
CHEMBL2178992,2.3960068,2.452242
CHEMBL2425852,13.400205,-6.89243
CHEMBL4094013,5.0736375,4.4772696
CHEMBL4060132,6.0475755,7.186395
CHEMBL202018,6.5315194,2.2699237
CHEMBL4082634,2.404347,4.2900653
CHEMBL3133848,-9.126574,6.9360905
CHEMBL2314721,13.589818,3.284789
CHEMBL4084312,2.465311,4.2811494
CHEMBL4099648,12.464002,1.1233355
CHEMBL571926,7.010155,8.706663
CHEMBL2112216,1.0093337,-3.2421622
CHEMBL4742237,3.6420593,0.7744573
CHEMBL308315,5.788588,0.12014736
CHEMBL4782287,3.6598544,0.75147355
CHEMBL3813974,7.1185837,3.8388624
CHEMBL1485126,13.03787,5.9030585
CHEMBL602888,15.97176,-2.3766909
CHEMBL4469018,15.8144245,2.1760526
CHEMBL4064035,4.7140064,-5.620372
CHEMBL3326700,14.762567,13.4371395
CHEMBL601650,15.979321,-2.3787253
CHEMBL4551962,7.191353,-3.2139256
CHEMBL4059741,2.4238858,4.2501006
CHEMBL1743357,7.1569633,1.3421751
CHEMBL158693,19.773407,8.455279
CHEMBL3094009,2.5675867,0.65120876
CHEMBL4559061,11.351145,-8.709827
CHEMBL4467826,11.355475,-8.705915
CHEMBL2178988,2.4638312,2.408457
CHEMBL1735637,11.025493,1.2051802
CHEMBL3818390,10.542433,4.6777325
CHEMBL4554567,11.927902,2.2340937
CHEMBL3359953,8.893585,11.140385
CHEMBL3742224,12.0123205,6.2236967
CHEMBL3092177,11.371829,14.258293
CHEMBL3739672,12.007361,6.2338996
CHEMBL375046,8.7538805,10.987235
CHEMBL1310964,6.500114,4.5546656
CHEMBL4069084,2.0961967,3.2750568
CHEMBL1520857,4.100373,5.312294
CHEMBL1277588,0.092244945,10.706055
CHEMBL198546,0.046557292,10.751166
CHEMBL1463576,2.6040895,5.1481113
CHEMBL198913,3.5267763,3.7840552
CHEMBL4780710,3.5247726,0.8373476
CHEMBL4465266,3.4829748,6.431232
CHEMBL3265283,5.547303,4.0806355
CHEMBL4082111,23.292023,11.863902
CHEMBL4090465,2.4557226,4.286718
CHEMBL3403686,-5.5129824,12.20862
CHEMBL3297785,12.772818,2.6828673
CHEMBL3121784,10.706741,0.43077606
CHEMBL3121866,10.699204,0.43980724
CHEMBL472081,13.298979,1.431834
CHEMBL1985459,6.6544304,1.3072945
CHEMBL4292362,12.89131,9.454078
CHEMBL32097,5.2765927,-1.6292186
CHEMBL225178,5.9194245,-0.030720375
CHEMBL1221980,10.817512,4.6084166
CHEMBL1275900,2.7385724,21.35637
CHEMBL1275895,2.676208,21.417624
CHEMBL1830814,11.026908,1.3262149
CHEMBL1275883,2.7036483,21.391216
CHEMBL1830817,10.961391,1.3364098
CHEMBL3629470,15.679479,0.30836496
CHEMBL1275884,2.658069,21.435461
CHEMBL440526,0.35207886,3.5685995
CHEMBL3417308,0.74230474,15.463242
CHEMBL206557,14.5594,3.2106943
CHEMBL4212943,3.8641582,-2.8389301
CHEMBL4740708,13.958361,3.3071337
CHEMBL3265272,5.914689,-8.501914
CHEMBL210451,14.602417,3.1832
CHEMBL4168105,17.838232,12.862648
CHEMBL4128107,11.779717,5.175505
CHEMBL2442513,10.938496,1.2171402
CHEMBL4633106,15.323058,1.7805403
CHEMBL3785112,11.779836,7.7705846
CHEMBL1363380,13.185464,1.3598317
CHEMBL411046,7.2062964,8.570362
CHEMBL5079345,4.1064935,5.3527126
CHEMBL4739944,11.761753,4.4503455
CHEMBL5775015,6.083488,3.365918
CHEMBL3427401,6.1841416,11.606131
CHEMBL204781,4.0958986,1.7551535
CHEMBL570731,11.224956,5.102376
CHEMBL513763,-0.9601929,5.722247
CHEMBL549285,4.8243318,3.5760884
CHEMBL3335048,5.0532155,-1.466647
CHEMBL2387234,3.5135415,-1.6660954
CHEMBL2387245,3.5094762,-1.6636894
CHEMBL1362657,2.8382087,4.8065834
CHEMBL4169054,7.605222,14.618092
CHEMBL573300,2.6818404,1.3269725
CHEMBL574420,2.467635,1.4137132
CHEMBL3629808,15.661548,0.32547516
CHEMBL4647954,12.848895,4.3047624
CHEMBL259890,5.63432,4.221517
CHEMBL4633420,3.6860874,6.580161
CHEMBL2408076,24.319592,4.4291954
CHEMBL1835227,11.303104,4.8650346
CHEMBL2376886,12.687247,0.34746945
CHEMBL3929764,5.7025456,4.233735
CHEMBL1947112,5.2493405,6.9631276
CHEMBL1947114,5.241606,6.9617963
CHEMBL2349084,2.9490697,-6.991498
CHEMBL4283591,7.5725427,-0.46399128
CHEMBL196272,11.52861,4.0735474
CHEMBL204819,6.350092,6.0748305
CHEMBL1172192,2.6890972,21.405512
CHEMBL1830800,12.254239,2.1151452
CHEMBL2088235,7.279982,0.82146907
CHEMBL550822,1.7167029,-1.3543652
CHEMBL458648,10.544236,0.08201962
CHEMBL244948,7.557179,2.4903004
CHEMBL4441993,5.7791624,-9.480996
CHEMBL205800,4.271586,1.8720791
CHEMBL3335022,1.3363025,4.4273295
CHEMBL414859,6.3627014,6.185923
CHEMBL3350092,11.022267,2.474455
CHEMBL1364528,13.012538,1.2333382
CHEMBL206440,6.382481,6.069033
CHEMBL1075735,11.924681,2.1438222
CHEMBL237187,7.2586093,8.596001
CHEMBL3113639,11.673752,-0.15611207
CHEMBL1372308,5.8737,3.6989992
CHEMBL303846,8.057972,1.7358927
CHEMBL3113646,11.470674,-0.25646183
CHEMBL196156,7.4987154,2.738112
CHEMBL374632,11.047141,2.6708918
CHEMBL471232,13.083923,1.1272504
CHEMBL212661,9.414577,0.7107424
CHEMBL1596578,2.2658103,3.4745247
CHEMBL87825,11.779381,1.4691705
CHEMBL23744,13.517236,1.635598
CHEMBL57138,10.417165,9.948274
CHEMBL51767,4.3918877,-1.5456799
CHEMBL3586594,2.7673042,1.9186573
CHEMBL52229,7.550608,2.3462393
CHEMBL97453,5.8601804,6.463756
CHEMBL4213345,3.1222103,1.9847332
CHEMBL3116211,8.043191,1.1430511
CHEMBL1835228,11.264424,5.000287
CHEMBL1269290,4.4397984,-1.7144516
CHEMBL197069,0.15867873,10.640313
CHEMBL122116,7.6361303,-0.99931157
CHEMBL213511,8.265646,0.16762795
CHEMBL2425829,-1.2798012,-5.708231
CHEMBL259975,7.2762256,8.614601
CHEMBL4636875,-0.97257084,5.729606
CHEMBL370608,-2.576444,8.070473
CHEMBL4215397,10.400114,9.931053
CHEMBL1963107,4.4147787,-1.7660503
CHEMBL2440134,3.4050317,1.7855756
CHEMBL505948,10.416766,9.947835
CHEMBL1288557,7.6691794,2.513901
CHEMBL592757,4.574601,3.3891923
CHEMBL90173,5.8170238,-8.797482
CHEMBL2425832,-1.2446113,-5.74046
CHEMBL1290219,7.710145,2.4296424
CHEMBL4163753,-1.4829483,4.0191174
CHEMBL4159294,-1.4776155,4.01449
CHEMBL4104128,5.2145834,-1.1250422
CHEMBL4483550,0.052114855,4.665073
CHEMBL1441824,3.52444,6.4544387
CHEMBL4073073,23.292147,11.864161
CHEMBL4074899,10.8991785,5.3084173
CHEMBL2425858,13.41639,-6.8840876
CHEMBL4101491,23.292252,11.864288
CHEMBL4066424,6.0150294,7.1478744
CHEMBL2387257,4.3975,-1.4526098
CHEMBL1173036,3.1769218,3.7178142
CHEMBL2178447,2.4812837,6.3238544
CHEMBL426854,6.370918,6.010023
CHEMBL2178446,2.4761307,6.2886605
CHEMBL2205240,5.1423144,3.1179125
CHEMBL1432377,3.4730809,6.4102736
CHEMBL3612303,2.6311417,5.219453
CHEMBL3612302,2.653648,5.242012
CHEMBL4637881,15.380487,1.8191962
CHEMBL1502425,5.0149684,3.0217974
CHEMBL4453513,6.5537705,7.183264
CHEMBL4450310,7.1888285,-3.22021
CHEMBL4451675,2.5189807,1.53244
CHEMBL1426284,6.3846493,4.5771174
CHEMBL1600989,12.522324,2.8852572
CHEMBL1435494,4.433061,5.8856297
CHEMBL5820522,13.315972,2.189049
CHEMBL4578377,6.9183426,-3.3591728
CHEMBL1487479,6.357676,4.7678146
CHEMBL4102669,8.425781,-7.700413
CHEMBL3394526,4.6900573,2.690193
CHEMBL3359949,2.5498922,0.88554466
CHEMBL4129293,3.9568722,-2.7239583
CHEMBL4751864,3.5930307,0.76493573
CHEMBL326485,7.387703,0.48311546
CHEMBL3978528,1.6116585,-1.3885828
CHEMBL4213201,10.3978,4.243183
CHEMBL3417301,0.82531536,15.538728
CHEMBL4873316,10.831063,3.6453578
CHEMBL4164474,17.840897,12.865539
CHEMBL3094018,2.9260774,0.7214411
CHEMBL3093989,3.2873428,0.834549
CHEMBL4291929,7.57724,-0.47272474
CHEMBL4087613,11.059999,2.6189904
CHEMBL3094031,2.6999514,0.7968632
CHEMBL437770,11.734503,4.446701
CHEMBL3970030,19.72674,8.427492
CHEMBL3427390,6.0480185,11.4284725
CHEMBL4083749,3.0130668,3.683076
CHEMBL4088028,5.0822005,4.461459
CHEMBL4758696,16.407478,4.89584
CHEMBL3265287,5.95582,-8.416801
CHEMBL4211175,-4.4852667,6.4268517
CHEMBL4218281,3.1239474,2.003309
CHEMBL3959937,1.6247177,-1.4105233
CHEMBL3946665,9.014853,-0.9318816
CHEMBL2387235,3.4949,-1.6561319
CHEMBL3417299,0.82741404,15.531984
CHEMBL3589966,16.066061,4.353475
CHEMBL3394541,3.2068496,4.085496
CHEMBL3331333,-1.6345093,3.8473804
CHEMBL3623670,15.964269,4.2343826
CHEMBL4088674,5.212275,-1.2235855
CHEMBL4588244,4.7168775,-5.62077
CHEMBL1275888,2.6923833,21.401096
CHEMBL4443629,12.997116,5.932573
CHEMBL4160630,17.841255,12.865908
CHEMBL1835811,9.564215,-1.1644058
CHEMBL1165583,14.575386,3.1934664
CHEMBL4171854,17.84099,12.865644
CHEMBL2206119,18.015251,3.2993367
CHEMBL4291739,12.983898,9.539909
CHEMBL4084384,23.292051,11.863993
CHEMBL494798,12.696012,1.0167456
CHEMBL341394,0.004486966,10.794732
CHEMBL2426555,5.659202,6.350573
CHEMBL575907,2.5606813,0.6550223
CHEMBL1326008,4.4629345,5.9003577
CHEMBL2349088,2.941358,-6.999179
CHEMBL2349223,2.9380002,-7.0022955
CHEMBL495225,12.72083,0.9713706
CHEMBL495153,12.761442,2.7820249
CHEMBL573301,2.6294854,1.2950385
CHEMBL1538522,8.100975,0.2826872
CHEMBL1714370,4.4455857,5.913618
CHEMBL1080948,1.6370938,-5.451373
CHEMBL1080227,1.6342188,-5.4554152
CHEMBL2425859,13.419089,-6.884368
CHEMBL23967,13.369578,1.5761706
CHEMBL1464332,3.4835591,6.570987
CHEMBL350430,19.769186,8.451583
CHEMBL1830832,13.129971,1.2420628
CHEMBL592761,4.627453,3.7096975
CHEMBL274513,2.0889432,3.1343238
CHEMBL266552,14.387245,18.337402
CHEMBL1258413,4.3335147,2.913875
CHEMBL1498450,3.8834343,2.3135157
CHEMBL274029,2.5117075,3.9875572
CHEMBL301141,5.2497697,2.9134777
CHEMBL53569,7.196595,1.7620357
CHEMBL3261211,13.2400055,1.5746435
CHEMBL1084883,0.34004006,3.5561588
CHEMBL1095226,-1.2722191,19.142868
CHEMBL348997,19.775297,8.457043
CHEMBL3115509,11.823411,7.72693
CHEMBL1080229,1.630934,-5.4585533
CHEMBL4648730,4.10948,0.26747268
CHEMBL2205577,18.029484,3.3133051
CHEMBL1438166,4.3641148,5.3197765
CHEMBL4571403,11.875653,2.2683573
CHEMBL5180694,4.9701385,3.727075
CHEMBL3923137,1.6304481,-1.3998158
CHEMBL1436736,5.648346,3.0536616
CHEMBL2387252,4.411263,-1.3992527
CHEMBL350327,19.780115,8.46323
CHEMBL2181539,-1.8069047,5.725608
CHEMBL2425847,13.467604,-6.835459
CHEMBL2408087,24.317917,4.427708
CHEMBL2397719,10.514166,4.502634
CHEMBL5209099,7.6275134,14.642425
CHEMBL1761763,11.30525,4.8268285
CHEMBL5174251,4.7116165,3.578182
